Designation,Carrington Longitude,Strength,Detection Date,Prediction Date
FS-2012-005,84.9,144,2012-01-21,2012-01-23.4
FS-2012-005,85.5,118,2012-01-22,2012-01-23.3
FS-2012-005,85.2,94,2012-01-22,2012-01-23.9
FS-2012-005,85.8,58,2012-01-23,2012-01-23.8
FS-2012-005,85.8,65,2012-01-23,2012-01-23.3
FS-2012-006,205.8,494,2012-02-01,2012-02-11.9
FS-2012-006,205.3,693,2012-02-01,2012-02-11.4
FS-2012-006,205.3,866,2012-02-02,2012-02-11.3
FS-2012-006,205.4,875,2012-02-02,2012-02-11.8
FS-2012-006,205.0,914,2012-02-03,2012-02-11.8
FS-2012-006,204.9,804,2012-02-03,2012-02-11.3
FS-2012-006,204.8,809,2012-02-04,2012-02-11.8
FS-2012-006,204.9,639,2012-02-04,2012-02-11.2
FS-2012-006,204.0,626,2012-02-05,2012-02-11.8
FS-2012-006,204.3,543,2012-02-05,2012-02-11.3
FS-2012-006,204.8,282,2012-02-06,2012-02-11.2
FS-2012-006,203.8,455,2012-02-06,2012-02-11.8
FS-2012-006,203.4,153,2012-02-07,2012-02-11.8
FS-2012-006,204.1,33,2012-02-07,2012-02-11.2
FS-2012-007,56.3,387,2012-02-15,2012-02-22.2
FS-2012-007,56.2,406,2012-02-15,2012-02-22.7
FS-2012-007,57.0,437,2012-02-16,2012-02-22.6
FS-2012-007,57.3,389,2012-02-16,2012-02-22.1
FS-2012-007,57.9,392,2012-02-17,2012-02-22.6
FS-2012-007,58.3,319,2012-02-17,2012-02-22.0
FS-2012-007,59.0,279,2012-02-18,2012-02-22.5
FS-2012-007,59.4,278,2012-02-18,2012-02-21.9
FS-2012-007,59.8,285,2012-02-19,2012-02-22.4
FS-2012-007,60.0,309,2012-02-19,2012-02-21.9
FS-2012-007,60.0,288,2012-02-20,2012-02-22.4
FS-2012-007,59.9,275,2012-02-20,2012-02-21.9
FS-2012-007,58.1,275,2012-02-21,2012-02-22.0
FS-2012-007,58.7,288,2012-02-21,2012-02-22.5
FS-2012-007,57.3,328,2012-02-22,2012-02-22.6
FS-2012-007,55.3,322,2012-02-22,2012-02-22.3
FS-2012-007,51.7,30,2012-02-23,2012-02-23.1
FS-2012-008,30.4,451,2012-02-21,2012-02-24.0
FS-2012-008,30.2,438,2012-02-22,2012-02-24.6
FS-2012-008,30.7,495,2012-02-22,2012-02-24.0
FS-2012-008,31.8,515,2012-02-23,2012-02-24.0
FS-2012-008,31.0,483,2012-02-23,2012-02-24.5
FS-2012-008,28.8,201,2012-02-24,2012-02-24.2
FS-2012-008,31.4,393,2012-02-24,2012-02-24.5
FS-2012-009,302.3,631,2012-03-19,2012-03-29.2
FS-2012-009,301.7,660,2012-03-20,2012-03-29.7
FS-2012-009,301.4,852,2012-03-20,2012-03-29.3
FS-2012-009,300.5,692,2012-03-21,2012-03-29.3
FS-2012-009,300.1,703,2012-03-21,2012-03-29.9
FS-2012-009,299.4,574,2012-03-22,2012-03-29.9
FS-2012-009,300.1,617,2012-03-22,2012-03-29.4
FS-2012-009,299.7,583,2012-03-23,2012-03-29.9
FS-2012-009,300.4,492,2012-03-23,2012-03-29.3
FS-2012-009,300.6,384,2012-03-24,2012-03-29.3
FS-2012-009,300.1,479,2012-03-24,2012-03-29.9
FS-2012-009,300.1,379,2012-03-25,2012-03-29.3
FS-2012-009,300.2,427,2012-03-25,2012-03-29.8
FS-2012-009,300.1,414,2012-03-26,2012-03-29.8
FS-2012-009,300.2,388,2012-03-26,2012-03-29.3
FS-2012-009,300.1,498,2012-03-27,2012-03-29.8
FS-2012-009,300.3,440,2012-03-27,2012-03-29.3
FS-2012-009,300.4,426,2012-03-28,2012-03-29.8
FS-2012-009,301.2,338,2012-03-28,2012-03-29.2
FS-2012-009,300.9,205,2012-03-29,2012-03-29.3
FS-2012-009,302.0,320,2012-03-29,2012-03-29.7
FS-2012-009,296.8,15,2012-03-30,2012-03-30.1
FS-2012-010,152.0,521,2012-04-08,2012-04-09.8
FS-2012-010,151.8,401,2012-04-08,2012-04-09.3
FS-2012-010,151.5,264,2012-04-09,2012-04-09.4
FS-2012-010,151.7,538,2012-04-09,2012-04-09.9
FS-2012-010,148.8,79,2012-04-10,2012-04-10.1
FS-2012-011,136.9,602,2012-05-01,2012-05-07.8
FS-2012-011,136.8,424,2012-05-01,2012-05-08.3
FS-2012-011,136.6,582,2012-05-02,2012-05-07.8
FS-2012-011,136.5,640,2012-05-02,2012-05-08.3
FS-2012-011,137.0,602,2012-05-03,2012-05-07.7
FS-2012-011,136.2,494,2012-05-03,2012-05-08.3
FS-2012-011,135.7,568,2012-05-04,2012-05-08.3
FS-2012-011,136.3,611,2012-05-04,2012-05-07.8
FS-2012-011,136.8,491,2012-05-05,2012-05-07.7
FS-2012-011,135.7,477,2012-05-05,2012-05-08.3
FS-2012-011,136.9,350,2012-05-06,2012-05-07.7
FS-2012-011,136.6,383,2012-05-06,2012-05-08.2
FS-2012-011,136.2,464,2012-05-07,2012-05-08.2
FS-2012-011,136.5,432,2012-05-07,2012-05-07.7
FS-2012-011,130.7,63,2012-05-08,2012-05-08.1
FS-2012-011,134.2,381,2012-05-08,2012-05-08.3
FS-2012-012,182.3,531,2012-05-02,2012-05-04.4
FS-2012-012,182.5,568,2012-05-02,2012-05-04.9
FS-2012-012,181.7,647,2012-05-03,2012-05-04.4
FS-2012-012,182.6,634,2012-05-03,2012-05-04.9
FS-2012-012,182.2,928,2012-05-04,2012-05-04.9
FS-2012-012,180.0,786,2012-05-04,2012-05-04.6
FS-2012-012,172.4,155,2012-05-05,2012-05-05.1
FS-2012-012,176.3,468,2012-05-05,2012-05-05.3
FS-2012-013,280.8,446,2012-05-16,2012-05-24.1
FS-2012-013,280.9,426,2012-05-16,2012-05-24.6
FS-2012-013,279.6,509,2012-05-17,2012-05-24.2
FS-2012-013,280.0,568,2012-05-17,2012-05-24.7
FS-2012-013,278.5,573,2012-05-18,2012-05-24.8
FS-2012-013,276.7,493,2012-05-18,2012-05-24.4
FS-2012-013,276.1,439,2012-05-19,2012-05-24.5
FS-2012-013,276.8,451,2012-05-19,2012-05-24.9
FS-2012-013,276.7,336,2012-05-20,2012-05-24.4
FS-2012-013,276.8,330,2012-05-20,2012-05-24.9
FS-2012-013,276.7,193,2012-05-21,2012-05-24.9
FS-2012-013,276.8,157,2012-05-21,2012-05-24.4
FS-2012-013,276.5,88,2012-05-22,2012-05-24.9
FS-2012-013,276.6,29,2012-05-22,2012-05-24.4
FS-2012-013,278.0,7,2012-05-23,2012-05-24.8
FS-2012-013,278.5,93,2012-05-23,2012-05-24.2
FS-2012-013,278.5,73,2012-05-24,2012-05-24.7
FS-2012-013,278.5,85,2012-05-24,2012-05-24.2
FS-2012-014,187.9,547,2012-05-20,2012-05-31.1
FS-2012-014,188.8,913,2012-05-21,2012-05-31.6
FS-2012-014,188.2,1137,2012-05-21,2012-05-31.1
FS-2012-014,188.5,1661,2012-05-22,2012-05-31.7
FS-2012-014,188.2,1970,2012-05-22,2012-05-31.2
FS-2012-014,187.5,2192,2012-05-23,2012-05-31.7
FS-2012-014,187.0,2285,2012-05-23,2012-05-31.3
FS-2012-014,186.8,2231,2012-05-24,2012-05-31.8
FS-2012-014,187.2,2355,2012-05-24,2012-05-31.2
FS-2012-014,187.1,2280,2012-05-25,2012-05-31.7
FS-2012-014,187.5,2175,2012-05-25,2012-05-31.2
FS-2012-014,187.3,2132,2012-05-26,2012-05-31.2
FS-2012-014,187.5,2045,2012-05-26,2012-05-31.7
FS-2012-014,187.6,2056,2012-05-27,2012-05-31.2
FS-2012-014,187.8,2049,2012-05-27,2012-05-31.7
FS-2012-014,188.4,2031,2012-05-28,2012-05-31.1
FS-2012-014,188.5,1960,2012-05-28,2012-05-31.6
FS-2012-014,189.0,1921,2012-05-29,2012-05-31.6
FS-2012-014,188.8,1920,2012-05-29,2012-05-31.1
FS-2012-014,188.6,1783,2012-05-30,2012-05-31.1
FS-2012-014,188.9,1726,2012-05-30,2012-05-31.6
FS-2012-014,184.7,928,2012-05-31,2012-05-31.4
FS-2012-014,187.5,1552,2012-05-31,2012-05-31.7
FS-2012-014,181.0,342,2012-06-01,2012-06-01.2
FS-2012-015,275.6,366,2012-06-13,2012-06-20.8
FS-2012-015,275.8,446,2012-06-13,2012-06-21.3
FS-2012-015,275.6,342,2012-06-14,2012-06-21.3
FS-2012-015,271.8,137,2012-06-14,2012-06-21.1
FS-2012-015,277.9,129,2012-06-15,2012-06-20.6
FS-2012-015,277.2,172,2012-06-15,2012-06-21.1
FS-2012-015,276.4,18,2012-06-16,2012-06-20.7
FS-2012-015,278.2,110,2012-06-16,2012-06-21.1
FS-2012-015,272.3,11,2012-06-17,2012-06-21.5
FS-2012-016,189.0,1011,2012-06-19,2012-06-27.2
FS-2012-016,197.2,475,2012-06-19,2012-06-27.1
FS-2012-016,189.3,872,2012-06-20,2012-06-27.7
FS-2012-016,189.8,853,2012-06-20,2012-06-27.2
FS-2012-016,191.0,729,2012-06-21,2012-06-27.6
FS-2012-016,189.8,658,2012-06-21,2012-06-27.2
FS-2012-016,187.7,345,2012-06-22,2012-06-27.3
FS-2012-016,189.9,473,2012-06-22,2012-06-27.7
FS-2012-016,188.1,245,2012-06-23,2012-06-27.3
FS-2012-016,189.9,193,2012-06-23,2012-06-27.7
FS-2012-016,188.3,146,2012-06-24,2012-06-27.3
FS-2012-016,185.5,145,2012-06-24,2012-06-28.0
FS-2012-017,109.7,573,2012-06-25,2012-07-04.1
FS-2012-017,107.4,546,2012-06-25,2012-07-03.8
FS-2012-017,107.2,611,2012-06-26,2012-07-04.3
FS-2012-017,105.6,426,2012-06-26,2012-07-03.9
FS-2012-017,107.7,392,2012-06-27,2012-07-04.2
FS-2012-017,109.0,244,2012-06-27,2012-07-03.6
FS-2012-017,110.0,195,2012-06-28,2012-07-04.0
FS-2012-017,107.0,118,2012-06-28,2012-07-03.7
FS-2012-017,104.9,71,2012-06-29,2012-07-04.4
FS-2012-017,103.2,34,2012-06-29,2012-07-04.0
FS-2012-017,104.7,17,2012-06-30,2012-07-04.4
FS-2012-018,85.0,476,2012-06-27,2012-07-05.6
FS-2012-018,85.4,477,2012-06-27,2012-07-05.1
FS-2012-018,84.5,583,2012-06-28,2012-07-05.7
FS-2012-018,83.9,622,2012-06-28,2012-07-05.2
FS-2012-018,83.8,669,2012-06-29,2012-07-05.7
FS-2012-018,83.4,722,2012-06-29,2012-07-05.3
FS-2012-018,83.5,673,2012-06-30,2012-07-05.8
FS-2012-018,83.2,672,2012-06-30,2012-07-05.3
FS-2012-018,84.0,651,2012-07-01,2012-07-05.2
FS-2012-018,83.5,587,2012-07-01,2012-07-05.8
FS-2012-018,85.2,585,2012-07-02,2012-07-05.7
FS-2012-018,86.3,705,2012-07-02,2012-07-05.1
FS-2012-018,88.3,781,2012-07-03,2012-07-04.9
FS-2012-018,88.1,710,2012-07-03,2012-07-05.4
FS-2012-018,88.6,687,2012-07-04,2012-07-05.4
FS-2012-018,88.7,787,2012-07-04,2012-07-04.9
FS-2012-018,83.0,602,2012-07-05,2012-07-05.3
FS-2012-018,87.2,766,2012-07-05,2012-07-05.5
FS-2012-018,78.9,130,2012-07-06,2012-07-06.1
FS-2012-019,209.1,626,2012-07-12,2012-07-23.0
FS-2012-019,207.9,1435,2012-07-13,2012-07-23.1
FS-2012-019,207.9,1100,2012-07-13,2012-07-23.6
FS-2012-019,207.0,1652,2012-07-14,2012-07-23.2
FS-2012-019,207.5,1645,2012-07-14,2012-07-23.7
FS-2012-019,206.8,1752,2012-07-15,2012-07-23.2
FS-2012-019,206.4,1806,2012-07-15,2012-07-23.7
FS-2012-019,207.5,1896,2012-07-16,2012-07-23.1
FS-2012-019,207.7,2061,2012-07-16,2012-07-23.6
FS-2012-019,207.7,2107,2012-07-17,2012-07-23.6
FS-2012-019,207.9,1852,2012-07-17,2012-07-23.1
FS-2012-019,209.4,1555,2012-07-18,2012-07-23.0
FS-2012-019,208.6,1842,2012-07-18,2012-07-23.6
FS-2012-019,210.7,1501,2012-07-19,2012-07-22.9
FS-2012-019,210.6,1707,2012-07-19,2012-07-23.4
FS-2012-019,210.9,1666,2012-07-20,2012-07-23.4
FS-2012-019,210.5,1385,2012-07-20,2012-07-22.9
FS-2012-019,210.3,1225,2012-07-21,2012-07-22.9
FS-2012-019,210.8,1320,2012-07-21,2012-07-23.4
FS-2012-019,210.2,1230,2012-07-22,2012-07-22.9
FS-2012-019,210.3,1174,2012-07-22,2012-07-23.4
FS-2012-019,208.1,1016,2012-07-23,2012-07-23.6
FS-2012-019,204.5,506,2012-07-23,2012-07-23.4
FS-2012-019,200.7,149,2012-07-24,2012-07-24.2
FS-2012-020,267.3,452,2012-07-16,2012-07-18.6
FS-2012-020,267.6,501,2012-07-16,2012-07-19.1
FS-2012-020,268.1,544,2012-07-17,2012-07-19.1
FS-2012-020,266.5,543,2012-07-17,2012-07-18.7
FS-2012-020,262.7,464,2012-07-18,2012-07-19.0
FS-2012-020,266.1,563,2012-07-18,2012-07-19.2
FS-2012-020,258.6,261,2012-07-19,2012-07-19.3
FS-2012-020,261.8,451,2012-07-19,2012-07-19.5
FS-2012-020,254.8,22,2012-07-20,2012-07-20.1
FS-2012-021,226.4,528,2012-07-19,2012-07-21.5
FS-2012-021,226.6,485,2012-07-20,2012-07-22.0
FS-2012-021,227.1,755,2012-07-20,2012-07-21.4
FS-2012-021,226.8,618,2012-07-21,2012-07-21.4
FS-2012-021,227.6,610,2012-07-21,2012-07-21.9
FS-2012-021,224.5,102,2012-07-22,2012-07-22.1
FS-2012-022,178.3,444,2012-07-20,2012-07-25.2
FS-2012-022,177.4,532,2012-07-21,2012-07-25.2
FS-2012-022,177.6,448,2012-07-21,2012-07-25.7
FS-2012-022,176.1,507,2012-07-22,2012-07-25.3
FS-2012-022,176.3,498,2012-07-22,2012-07-25.8
FS-2012-022,176.0,432,2012-07-23,2012-07-25.8
FS-2012-022,176.2,387,2012-07-23,2012-07-25.3
FS-2012-022,177.5,215,2012-07-24,2012-07-25.2
FS-2012-022,176.6,263,2012-07-24,2012-07-25.8
FS-2012-022,181.4,87,2012-07-25,2012-07-25.4
FS-2012-022,179.0,10,2012-07-25,2012-07-25.1
FS-2012-023,92.6,698,2012-07-20,2012-07-31.9
FS-2012-023,93.6,1665,2012-07-21,2012-07-31.8
FS-2012-023,92.9,1069,2012-07-21,2012-08-01.4
FS-2012-023,91.2,2632,2012-07-22,2012-08-01.0
FS-2012-023,92.1,2120,2012-07-22,2012-08-01.4
FS-2012-023,89.7,2763,2012-07-23,2012-08-01.6
FS-2012-023,89.0,3076,2012-07-23,2012-08-01.2
FS-2012-023,88.1,3116,2012-07-24,2012-08-01.2
FS-2012-023,88.7,3144,2012-07-24,2012-08-01.7
FS-2012-023,88.0,3141,2012-07-25,2012-08-01.7
FS-2012-023,87.7,3211,2012-07-25,2012-08-01.2
FS-2012-023,87.1,3123,2012-07-26,2012-08-01.3
FS-2012-023,87.7,3073,2012-07-26,2012-08-01.8
FS-2012-023,86.7,2983,2012-07-27,2012-08-01.8
FS-2012-023,86.8,2843,2012-07-27,2012-08-01.3
FS-2012-023,87.0,2639,2012-07-28,2012-08-01.8
FS-2012-023,88.0,2694,2012-07-28,2012-08-01.2
FS-2012-023,87.9,2344,2012-07-29,2012-08-01.7
FS-2012-023,87.9,2221,2012-07-29,2012-08-01.2
FS-2012-023,88.3,1725,2012-07-30,2012-08-01.2
FS-2012-023,88.1,1930,2012-07-30,2012-08-01.7
FS-2012-023,88.2,1524,2012-07-31,2012-08-01.7
FS-2012-023,89.1,1429,2012-07-31,2012-08-01.1
FS-2012-023,84.7,539,2012-08-01,2012-08-01.4
FS-2012-023,87.6,1075,2012-08-01,2012-08-01.7
FS-2012-023,81.8,183,2012-08-02,2012-08-02.2
FS-2012-024,178.9,440,2012-07-23,2012-07-25.9
FS-2012-024,179.9,539,2012-07-23,2012-07-25.3
FS-2012-024,179.5,762,2012-07-24,2012-07-25.3
FS-2012-024,179.7,789,2012-07-24,2012-07-25.8
FS-2012-024,178.7,1013,2012-07-25,2012-07-25.9
FS-2012-024,176.6,826,2012-07-25,2012-07-25.5
FS-2012-024,169.2,79,2012-07-26,2012-07-26.1
FS-2012-024,173.3,593,2012-07-26,2012-07-26.3
FS-2012-025,27.9,569,2012-08-01,2012-08-05.7
FS-2012-025,28.0,464,2012-08-01,2012-08-06.2
FS-2012-025,28.2,723,2012-08-02,2012-08-05.7
FS-2012-025,28.6,719,2012-08-02,2012-08-06.1
FS-2012-025,28.5,892,2012-08-03,2012-08-05.7
FS-2012-025,28.9,965,2012-08-03,2012-08-06.1
FS-2012-025,28.1,959,2012-08-04,2012-08-05.7
FS-2012-025,28.8,952,2012-08-04,2012-08-06.1
FS-2012-025,28.5,875,2012-08-05,2012-08-06.2
FS-2012-025,27.9,838,2012-08-05,2012-08-05.7
FS-2012-025,22.9,135,2012-08-06,2012-08-06.1
FS-2012-025,26.8,561,2012-08-06,2012-08-06.3
FS-2012-026,187.3,761,2012-08-11,2012-08-21.0
FS-2012-026,188.0,616,2012-08-11,2012-08-21.4
FS-2012-026,185.5,1244,2012-08-12,2012-08-21.1
FS-2012-026,187.5,964,2012-08-12,2012-08-21.5
FS-2012-026,184.5,1305,2012-08-13,2012-08-21.2
FS-2012-026,186.1,1396,2012-08-13,2012-08-21.6
FS-2012-026,182.5,991,2012-08-14,2012-08-21.4
FS-2012-026,184.7,1208,2012-08-14,2012-08-21.7
FS-2012-026,183.2,920,2012-08-15,2012-08-21.8
FS-2012-026,181.6,981,2012-08-15,2012-08-21.5
FS-2012-026,181.6,897,2012-08-16,2012-08-21.5
FS-2012-026,182.5,850,2012-08-16,2012-08-21.9
FS-2012-026,183.4,787,2012-08-17,2012-08-21.8
FS-2012-026,182.9,657,2012-08-17,2012-08-21.3
FS-2012-026,184.1,529,2012-08-18,2012-08-21.2
FS-2012-026,183.9,628,2012-08-18,2012-08-21.8
FS-2012-026,184.7,559,2012-08-19,2012-08-21.2
FS-2012-026,184.5,604,2012-08-19,2012-08-21.7
FS-2012-026,184.4,575,2012-08-20,2012-08-21.7
FS-2012-026,184.6,483,2012-08-20,2012-08-21.2
FS-2012-026,182.4,370,2012-08-21,2012-08-21.4
FS-2012-026,183.6,532,2012-08-21,2012-08-21.8
FS-2012-026,177.9,160,2012-08-22,2012-08-22.2
FS-2012-027,20.4,537,2012-08-25,2012-09-02.9
FS-2012-027,20.2,647,2012-08-25,2012-09-02.4
FS-2012-027,19.9,597,2012-08-26,2012-09-02.4
FS-2012-027,19.7,708,2012-08-26,2012-09-02.9
FS-2012-027,19.9,192,2012-08-27,2012-09-02.4
FS-2012-027,19.6,484,2012-08-27,2012-09-02.9
FS-2012-027,21.0,241,2012-08-28,2012-09-02.8
FS-2012-027,23.8,103,2012-08-28,2012-09-02.1
FS-2012-027,21.7,122,2012-08-29,2012-09-02.7
FS-2012-027,17.9,28,2012-08-29,2012-09-02.5
FS-2012-027,18.6,66,2012-08-30,2012-09-02.9
FS-2012-027,18.8,50,2012-08-30,2012-09-02.4
FS-2012-027,19.5,14,2012-08-31,2012-09-02.3
FS-2012-027,18.7,56,2012-08-31,2012-09-02.9
FS-2012-027,19.1,76,2012-09-01,2012-09-02.3
FS-2012-027,19.1,84,2012-09-01,2012-09-02.8
FS-2012-027,18.6,216,2012-09-02,2012-09-02.9
FS-2012-027,18.6,198,2012-09-02,2012-09-02.4
FS-2012-027,15.5,54,2012-09-03,2012-09-03.1
FS-2012-028,66.7,399,2012-08-27,2012-08-30.1
FS-2012-028,66.9,464,2012-08-27,2012-08-30.5
FS-2012-028,66.8,528,2012-08-28,2012-08-30.6
FS-2012-028,66.2,475,2012-08-28,2012-08-30.1
FS-2012-028,66.3,505,2012-08-29,2012-08-30.6
FS-2012-028,64.7,595,2012-08-29,2012-08-30.2
FS-2012-028,65.7,743,2012-08-30,2012-08-30.6
FS-2012-028,63.6,499,2012-08-30,2012-08-30.3
FS-2012-028,60.2,58,2012-08-31,2012-08-31.1
FS-2012-029,216.0,602,2012-09-06,2012-09-14.7
FS-2012-029,214.7,793,2012-09-07,2012-09-15.3
FS-2012-029,215.0,806,2012-09-07,2012-09-14.8
FS-2012-029,213.5,939,2012-09-08,2012-09-15.4
FS-2012-029,214.1,792,2012-09-08,2012-09-14.9
FS-2012-029,213.4,605,2012-09-09,2012-09-14.9
FS-2012-029,212.9,860,2012-09-09,2012-09-15.5
FS-2012-029,211.8,400,2012-09-10,2012-09-15.0
FS-2012-029,212.1,652,2012-09-10,2012-09-15.5
FS-2012-029,210.5,397,2012-09-11,2012-09-15.6
FS-2012-029,214.2,267,2012-09-11,2012-09-14.9
FS-2012-029,214.4,190,2012-09-12,2012-09-15.3
FS-2012-029,220.7,124,2012-09-12,2012-09-14.4
FS-2012-029,222.4,90,2012-09-13,2012-09-14.2
FS-2012-029,221.2,54,2012-09-13,2012-09-14.8
FS-2012-029,226.1,43,2012-09-14,2012-09-14.5
FS-2012-029,222.1,119,2012-09-14,2012-09-14.3
FS-2012-029,218.5,6,2012-09-15,2012-09-15.0
FS-2012-030,178.3,510,2012-09-08,2012-09-18.5
FS-2012-030,177.5,506,2012-09-08,2012-09-18.1
FS-2012-030,177.7,704,2012-09-09,2012-09-18.1
FS-2012-030,178.1,676,2012-09-09,2012-09-18.5
FS-2012-030,179.2,895,2012-09-10,2012-09-18.0
FS-2012-030,180.5,1208,2012-09-10,2012-09-18.4
FS-2012-030,179.3,1154,2012-09-11,2012-09-18.5
FS-2012-030,177.6,827,2012-09-11,2012-09-18.1
FS-2012-030,178.4,1119,2012-09-12,2012-09-18.5
FS-2012-030,178.3,903,2012-09-12,2012-09-18.1
FS-2012-030,178.7,1228,2012-09-13,2012-09-18.0
FS-2012-030,178.2,1197,2012-09-13,2012-09-18.6
FS-2012-030,178.7,1433,2012-09-14,2012-09-18.5
FS-2012-030,178.6,1361,2012-09-14,2012-09-18.0
FS-2012-030,178.3,1524,2012-09-15,2012-09-18.5
FS-2012-030,178.6,1541,2012-09-15,2012-09-18.0
FS-2012-030,178.7,1526,2012-09-16,2012-09-18.5
FS-2012-030,179.1,1425,2012-09-16,2012-09-17.9
FS-2012-030,179.8,1227,2012-09-17,2012-09-17.8
FS-2012-030,179.6,1394,2012-09-17,2012-09-18.4
FS-2012-030,174.1,381,2012-09-18,2012-09-18.3
FS-2012-030,178.0,939,2012-09-18,2012-09-18.5
FS-2012-030,170.4,41,2012-09-19,2012-09-19.1
FS-2012-031,175.6,449,2012-09-14,2012-09-18.3
FS-2012-031,175.8,556,2012-09-14,2012-09-17.8
FS-2012-031,175.9,530,2012-09-15,2012-09-18.3
FS-2012-031,177.7,769,2012-09-15,2012-09-17.7
FS-2012-031,177.9,621,2012-09-16,2012-09-18.2
FS-2012-031,177.7,845,2012-09-16,2012-09-17.7
FS-2012-031,177.1,858,2012-09-17,2012-09-17.7
FS-2012-031,177.8,677,2012-09-17,2012-09-18.2
FS-2012-031,171.3,226,2012-09-18,2012-09-18.2
FS-2012-031,174.9,560,2012-09-18,2012-09-18.4
FS-2012-032,78.7,512,2012-09-15,2012-09-25.8
