strength,date,,filename
608,2011-05-09.3,2011-04-30.5,AR_LIST_2011.04.30_12:00:00.txt
202,2011-05-04.2,2011-05-01.0,AR_LIST_2011.05.01_00:00:00.txt
648,2011-05-09.9,2011-05-01.0,AR_LIST_2011.05.01_00:00:00.txt
201,2011-05-03.6,2011-05-01.5,AR_LIST_2011.05.01_12:00:00.txt
648,2011-05-09.4,2011-05-01.5,AR_LIST_2011.05.01_12:00:00.txt
209,2011-05-04.2,2011-05-02.0,AR_LIST_2011.05.02_00:00:00.txt
525,2011-05-09.9,2011-05-02.0,AR_LIST_2011.05.02_00:00:00.txt
218,2011-05-03.7,2011-05-02.5,AR_LIST_2011.05.02_12:00:00.txt
506,2011-05-09.4,2011-05-02.5,AR_LIST_2011.05.02_12:00:00.txt
163,2011-05-04.3,2011-05-03.0,AR_LIST_2011.05.03_00:00:00.txt
386,2011-05-10.0,2011-05-03.0,AR_LIST_2011.05.03_00:00:00.txt
169,2011-05-03.7,2011-05-03.5,AR_LIST_2011.05.03_12:00:00.txt
365,2011-05-09.4,2011-05-03.5,AR_LIST_2011.05.03_12:00:00.txt
150,2011-05-04.3,2011-05-04.0,AR_LIST_2011.05.04_00:00:00.txt
309,2011-05-09.9,2011-05-04.0,AR_LIST_2011.05.04_00:00:00.txt
21,2011-05-04.1,2011-05-04.5,AR_LIST_2011.05.04_12:00:00.txt
313,2011-05-09.4,2011-05-04.5,AR_LIST_2011.05.04_12:00:00.txt
195,2011-05-09.9,2011-05-05.0,AR_LIST_2011.05.05_00:00:00.txt
218,2011-05-09.4,2011-05-05.5,AR_LIST_2011.05.05_12:00:00.txt
94,2011-05-09.9,2011-05-06.0,AR_LIST_2011.05.06_00:00:00.txt
124,2011-05-09.4,2011-05-06.5,AR_LIST_2011.05.06_12:00:00.txt
55,2011-05-09.9,2011-05-07.0,AR_LIST_2011.05.07_00:00:00.txt
84,2011-05-09.4,2011-05-07.5,AR_LIST_2011.05.07_12:00:00.txt
51,2011-05-09.9,2011-05-08.0,AR_LIST_2011.05.08_00:00:00.txt
96,2011-05-09.4,2011-05-08.5,AR_LIST_2011.05.08_12:00:00.txt
49,2011-05-10.0,2011-05-09.0,AR_LIST_2011.05.09_00:00:00.txt
58,2011-05-09.5,2011-05-09.5,AR_LIST_2011.05.09_12:00:00.txt
3,2011-05-10.1,2011-05-10.0,AR_LIST_2011.05.10_00:00:00.txt
427,2011-05-31.5,2011-05-28.5,AR_LIST_2011.05.28_12:00:00.txt
476,2011-06-01.0,2011-05-29.0,AR_LIST_2011.05.29_00:00:00.txt
530,2011-05-31.5,2011-05-29.5,AR_LIST_2011.05.29_12:00:00.txt
430,2011-06-01.0,2011-05-30.0,AR_LIST_2011.05.30_00:00:00.txt
414,2011-05-31.5,2011-05-30.5,AR_LIST_2011.05.30_12:00:00.txt
261,2011-06-01.0,2011-05-31.0,AR_LIST_2011.05.31_00:00:00.txt
265,2011-05-31.4,2011-05-31.5,AR_LIST_2011.05.31_12:00:00.txt
34,2011-06-01.1,2011-06-01.0,AR_LIST_2011.06.01_00:00:00.txt
531,2011-06-13.8,2011-06-05.0,AR_LIST_2011.06.05_00:00:00.txt
719,2011-06-13.3,2011-06-05.5,AR_LIST_2011.06.05_12:00:00.txt
948,2011-06-13.7,2011-06-06.0,AR_LIST_2011.06.06_00:00:00.txt
1077,2011-06-13.2,2011-06-06.5,AR_LIST_2011.06.06_12:00:00.txt
1167,2011-06-13.7,2011-06-07.0,AR_LIST_2011.06.07_00:00:00.txt
1206,2011-06-13.2,2011-06-07.5,AR_LIST_2011.06.07_12:00:00.txt
1317,2011-06-13.6,2011-06-08.0,AR_LIST_2011.06.08_00:00:00.txt
1247,2011-06-13.1,2011-06-08.5,AR_LIST_2011.06.08_12:00:00.txt
1261,2011-06-13.6,2011-06-09.0,AR_LIST_2011.06.09_00:00:00.txt
1278,2011-06-13.2,2011-06-09.5,AR_LIST_2011.06.09_12:00:00.txt
1173,2011-06-13.7,2011-06-10.0,AR_LIST_2011.06.10_00:00:00.txt
1251,2011-06-13.2,2011-06-10.5,AR_LIST_2011.06.10_12:00:00.txt
1073,2011-06-13.7,2011-06-11.0,AR_LIST_2011.06.11_00:00:00.txt
1137,2011-06-13.2,2011-06-11.5,AR_LIST_2011.06.11_12:00:00.txt
1082,2011-06-13.7,2011-06-12.0,AR_LIST_2011.06.12_00:00:00.txt
1267,2011-06-13.2,2011-06-12.5,AR_LIST_2011.06.12_12:00:00.txt
1059,2011-06-13.7,2011-06-13.0,AR_LIST_2011.06.13_00:00:00.txt
788,2011-06-13.4,2011-06-13.5,AR_LIST_2011.06.13_12:00:00.txt
195,2011-06-14.1,2011-06-14.0,AR_LIST_2011.06.14_00:00:00.txt
421,2011-07-10.1,2011-07-01.5,AR_LIST_2011.07.01_12:00:00.txt
704,2011-07-10.7,2011-07-02.0,AR_LIST_2011.07.02_00:00:00.txt
759,2011-07-10.3,2011-07-02.5,AR_LIST_2011.07.02_12:00:00.txt
831,2011-07-10.8,2011-07-03.0,AR_LIST_2011.07.03_00:00:00.txt
744,2011-07-10.3,2011-07-03.5,AR_LIST_2011.07.03_12:00:00.txt
714,2011-07-10.8,2011-07-04.0,AR_LIST_2011.07.04_00:00:00.txt
598,2011-07-10.3,2011-07-04.5,AR_LIST_2011.07.04_12:00:00.txt
590,2011-07-10.8,2011-07-05.0,AR_LIST_2011.07.05_00:00:00.txt
582,2011-07-10.4,2011-07-05.5,AR_LIST_2011.07.05_12:00:00.txt
504,2011-07-10.9,2011-07-06.0,AR_LIST_2011.07.06_00:00:00.txt
422,2011-07-10.4,2011-07-06.5,AR_LIST_2011.07.06_12:00:00.txt
225,2011-07-10.9,2011-07-07.0,AR_LIST_2011.07.07_00:00:00.txt
157,2011-07-10.4,2011-07-07.5,AR_LIST_2011.07.07_12:00:00.txt
33,2011-07-10.5,2011-07-08.0,AR_LIST_2011.07.08_00:00:00.txt
457,2011-08-23.8,2011-08-13.5,AR_LIST_2011.08.13_12:00:00.txt
702,2011-08-24.3,2011-08-14.0,AR_LIST_2011.08.14_00:00:00.txt
889,2011-08-23.8,2011-08-14.5,AR_LIST_2011.08.14_12:00:00.txt
973,2011-08-24.3,2011-08-15.0,AR_LIST_2011.08.15_00:00:00.txt
1138,2011-08-23.8,2011-08-15.5,AR_LIST_2011.08.15_12:00:00.txt
1103,2011-08-24.4,2011-08-16.0,AR_LIST_2011.08.16_00:00:00.txt
1046,2011-08-23.9,2011-08-16.5,AR_LIST_2011.08.16_12:00:00.txt
824,2011-08-24.4,2011-08-17.0,AR_LIST_2011.08.17_00:00:00.txt
875,2011-08-23.9,2011-08-17.5,AR_LIST_2011.08.17_12:00:00.txt
650,2011-08-24.4,2011-08-18.0,AR_LIST_2011.08.18_00:00:00.txt
648,2011-08-23.9,2011-08-18.5,AR_LIST_2011.08.18_12:00:00.txt
332,2011-08-24.3,2011-08-19.0,AR_LIST_2011.08.19_00:00:00.txt
372,2011-08-23.9,2011-08-19.5,AR_LIST_2011.08.19_12:00:00.txt
109,2011-08-24.6,2011-08-20.0,AR_LIST_2011.08.20_00:00:00.txt
153,2011-08-24.1,2011-08-20.5,AR_LIST_2011.08.20_12:00:00.txt
93,2011-08-24.5,2011-08-21.0,AR_LIST_2011.08.21_00:00:00.txt
96,2011-08-24.0,2011-08-21.5,AR_LIST_2011.08.21_12:00:00.txt
11,2011-08-24.5,2011-08-22.0,AR_LIST_2011.08.22_00:00:00.txt
6,2011-08-24.0,2011-08-22.5,AR_LIST_2011.08.22_12:00:00.txt
63,2011-08-24.4,2011-08-23.0,AR_LIST_2011.08.23_00:00:00.txt
47,2011-08-23.9,2011-08-23.5,AR_LIST_2011.08.23_12:00:00.txt
57,2011-08-24.4,2011-08-24.0,AR_LIST_2011.08.24_00:00:00.txt
435,2011-09-05.6,2011-08-31.5,AR_LIST_2011.08.31_12:00:00.txt
599,2011-09-06.1,2011-09-01.0,AR_LIST_2011.09.01_00:00:00.txt
724,2011-09-05.6,2011-09-01.5,AR_LIST_2011.09.01_12:00:00.txt
682,2011-09-06.1,2011-09-02.0,AR_LIST_2011.09.02_00:00:00.txt
634,2011-09-05.6,2011-09-02.5,AR_LIST_2011.09.02_12:00:00.txt
526,2011-09-06.1,2011-09-03.0,AR_LIST_2011.09.03_00:00:00.txt
512,2011-09-11.8,2011-09-03.0,AR_LIST_2011.09.03_00:00:00.txt
648,2011-09-05.6,2011-09-03.5,AR_LIST_2011.09.03_12:00:00.txt
810,2011-09-11.3,2011-09-03.5,AR_LIST_2011.09.03_12:00:00.txt
743,2011-09-06.2,2011-09-04.0,AR_LIST_2011.09.04_00:00:00.txt
929,2011-09-11.9,2011-09-04.0,AR_LIST_2011.09.04_00:00:00.txt
889,2011-09-05.6,2011-09-04.5,AR_LIST_2011.09.04_12:00:00.txt
1180,2011-09-11.3,2011-09-04.5,AR_LIST_2011.09.04_12:00:00.txt
776,2011-09-06.1,2011-09-05.0,AR_LIST_2011.09.05_00:00:00.txt
1232,2011-09-11.8,2011-09-05.0,AR_LIST_2011.09.05_00:00:00.txt
842,2011-09-05.7,2011-09-05.5,AR_LIST_2011.09.05_12:00:00.txt
1302,2011-09-11.2,2011-09-05.5,AR_LIST_2011.09.05_12:00:00.txt
481,2011-09-06.4,2011-09-06.0,AR_LIST_2011.09.06_00:00:00.txt
1279,2011-09-11.7,2011-09-06.0,AR_LIST_2011.09.06_00:00:00.txt
193,2011-09-06.2,2011-09-06.5,AR_LIST_2011.09.06_12:00:00.txt
1463,2011-09-11.2,2011-09-06.5,AR_LIST_2011.09.06_12:00:00.txt
1599,2011-09-11.6,2011-09-07.0,AR_LIST_2011.09.07_00:00:00.txt
1652,2011-09-11.2,2011-09-07.5,AR_LIST_2011.09.07_12:00:00.txt
492,2011-09-17.8,2011-09-07.5,AR_LIST_2011.09.07_12:00:00.txt
1698,2011-09-11.6,2011-09-08.0,AR_LIST_2011.09.08_00:00:00.txt
923,2011-09-18.4,2011-09-08.0,AR_LIST_2011.09.08_00:00:00.txt
1719,2011-09-11.2,2011-09-08.5,AR_LIST_2011.09.08_12:00:00.txt
1029,2011-09-17.8,2011-09-08.5,AR_LIST_2011.09.08_12:00:00.txt
1701,2011-09-11.7,2011-09-09.0,AR_LIST_2011.09.09_00:00:00.txt
1377,2011-09-18.3,2011-09-09.0,AR_LIST_2011.09.09_00:00:00.txt
1740,2011-09-11.3,2011-09-09.5,AR_LIST_2011.09.09_12:00:00.txt
1377,2011-09-17.8,2011-09-09.5,AR_LIST_2011.09.09_12:00:00.txt
1725,2011-09-11.8,2011-09-10.0,AR_LIST_2011.09.10_00:00:00.txt
1818,2011-09-18.3,2011-09-10.0,AR_LIST_2011.09.10_00:00:00.txt
1917,2011-09-11.3,2011-09-10.5,AR_LIST_2011.09.10_12:00:00.txt
1801,2011-09-17.8,2011-09-10.5,AR_LIST_2011.09.10_12:00:00.txt
1738,2011-09-11.8,2011-09-11.0,AR_LIST_2011.09.11_00:00:00.txt
1943,2011-09-18.3,2011-09-11.0,AR_LIST_2011.09.11_00:00:00.txt
1190,2011-09-11.5,2011-09-11.5,AR_LIST_2011.09.11_12:00:00.txt
1645,2011-09-17.8,2011-09-11.5,AR_LIST_2011.09.11_12:00:00.txt
502,2011-09-12.3,2011-09-12.0,AR_LIST_2011.09.12_00:00:00.txt
1891,2011-09-18.3,2011-09-12.0,AR_LIST_2011.09.12_00:00:00.txt
56,2011-09-12.1,2011-09-12.5,AR_LIST_2011.09.12_12:00:00.txt
1626,2011-09-17.8,2011-09-12.5,AR_LIST_2011.09.12_12:00:00.txt
1786,2011-09-18.3,2011-09-13.0,AR_LIST_2011.09.13_00:00:00.txt
1664,2011-09-17.8,2011-09-13.5,AR_LIST_2011.09.13_12:00:00.txt
1837,2011-09-18.3,2011-09-14.0,AR_LIST_2011.09.14_00:00:00.txt
1866,2011-09-17.7,2011-09-14.5,AR_LIST_2011.09.14_12:00:00.txt
1997,2011-09-18.3,2011-09-15.0,AR_LIST_2011.09.15_00:00:00.txt
1779,2011-09-17.7,2011-09-15.5,AR_LIST_2011.09.15_12:00:00.txt
1810,2011-09-18.3,2011-09-16.0,AR_LIST_2011.09.16_00:00:00.txt
1746,2011-09-17.7,2011-09-16.5,AR_LIST_2011.09.16_12:00:00.txt
1803,2011-09-18.2,2011-09-17.0,AR_LIST_2011.09.17_00:00:00.txt
566,2011-09-25.8,2011-09-17.0,AR_LIST_2011.09.17_00:00:00.txt
1722,2011-09-17.7,2011-09-17.5,AR_LIST_2011.09.17_12:00:00.txt
414,2011-09-25.3,2011-09-17.5,AR_LIST_2011.09.17_12:00:00.txt
1071,2011-09-18.4,2011-09-18.0,AR_LIST_2011.09.18_00:00:00.txt
473,2011-09-25.8,2011-09-18.0,AR_LIST_2011.09.18_00:00:00.txt
305,2011-09-18.2,2011-09-18.5,AR_LIST_2011.09.18_12:00:00.txt
410,2011-09-25.3,2011-09-18.5,AR_LIST_2011.09.18_12:00:00.txt
22,2011-09-19.0,2011-09-19.0,AR_LIST_2011.09.19_00:00:00.txt
441,2011-09-25.8,2011-09-19.0,AR_LIST_2011.09.19_00:00:00.txt
464,2011-09-25.3,2011-09-19.5,AR_LIST_2011.09.19_12:00:00.txt
484,2011-09-25.8,2011-09-20.0,AR_LIST_2011.09.20_00:00:00.txt
459,2011-09-25.4,2011-09-20.5,AR_LIST_2011.09.20_12:00:00.txt
551,2011-09-30.4,2011-09-20.5,AR_LIST_2011.09.20_12:00:00.txt
448,2011-09-24.0,2011-09-21.0,AR_LIST_2011.09.21_00:00:00.txt
434,2011-09-25.9,2011-09-21.0,AR_LIST_2011.09.21_00:00:00.txt
518,2011-09-30.5,2011-09-21.0,AR_LIST_2011.09.21_00:00:00.txt
662,2011-10-01.0,2011-09-21.0,AR_LIST_2011.09.21_00:00:00.txt
765,2011-10-02.2,2011-09-21.0,AR_LIST_2011.09.21_00:00:00.txt
396,2011-09-23.6,2011-09-21.5,AR_LIST_2011.09.21_12:00:00.txt
253,2011-09-25.3,2011-09-21.5,AR_LIST_2011.09.21_12:00:00.txt
638,2011-09-29.9,2011-09-21.5,AR_LIST_2011.09.21_12:00:00.txt
801,2011-09-30.4,2011-09-21.5,AR_LIST_2011.09.21_12:00:00.txt
984,2011-10-01.7,2011-09-21.5,AR_LIST_2011.09.21_12:00:00.txt
465,2011-09-24.1,2011-09-22.0,AR_LIST_2011.09.22_00:00:00.txt
220,2011-09-25.8,2011-09-22.0,AR_LIST_2011.09.22_00:00:00.txt
1051,2011-09-30.5,2011-09-22.0,AR_LIST_2011.09.22_00:00:00.txt
1121,2011-10-01.1,2011-09-22.0,AR_LIST_2011.09.22_00:00:00.txt
1442,2011-10-02.2,2011-09-22.0,AR_LIST_2011.09.22_00:00:00.txt
309,2011-09-23.7,2011-09-22.5,AR_LIST_2011.09.22_12:00:00.txt
16,2011-09-25.3,2011-09-22.5,AR_LIST_2011.09.22_12:00:00.txt
883,2011-09-30.0,2011-09-22.5,AR_LIST_2011.09.22_12:00:00.txt
1149,2011-09-30.5,2011-09-22.5,AR_LIST_2011.09.22_12:00:00.txt
1421,2011-10-01.7,2011-09-22.5,AR_LIST_2011.09.22_12:00:00.txt
326,2011-09-24.2,2011-09-23.0,AR_LIST_2011.09.23_00:00:00.txt
33,2011-09-25.8,2011-09-23.0,AR_LIST_2011.09.23_00:00:00.txt
1112,2011-09-30.5,2011-09-23.0,AR_LIST_2011.09.23_00:00:00.txt
1409,2011-10-01.1,2011-09-23.0,AR_LIST_2011.09.23_00:00:00.txt
1851,2011-10-02.3,2011-09-23.0,AR_LIST_2011.09.23_00:00:00.txt
163,2011-09-23.7,2011-09-23.5,AR_LIST_2011.09.23_12:00:00.txt
29,2011-09-25.3,2011-09-23.5,AR_LIST_2011.09.23_12:00:00.txt
