Designation,Carrington Longitude,Strength,Detection Date,Prediction Date
FS-2011-003,185.4,423,2011-03-22,2011-03-22.3
FS-2011-003,181.8,61,2011-03-22,2011-03-22.1
FS-2011-004,163.6,668,2011-03-13,2011-03-24.1
FS-2011-004,163.0,630,2011-03-14,2011-03-24.6
FS-2011-004,163.3,878,2011-03-14,2011-03-24.1
FS-2011-004,162.0,959,2011-03-15,2011-03-24.2
FS-2011-004,162.4,775,2011-03-15,2011-03-24.7
FS-2011-004,161.0,895,2011-03-16,2011-03-24.3
FS-2011-004,161.2,824,2011-03-16,2011-03-24.8
FS-2011-004,159.7,748,2011-03-17,2011-03-24.4
FS-2011-004,160.2,744,2011-03-17,2011-03-24.8
FS-2011-004,159.2,606,2011-03-18,2011-03-24.9
FS-2011-004,159.0,540,2011-03-18,2011-03-24.4
FS-2011-004,159.0,572,2011-03-19,2011-03-24.3
FS-2011-004,159.4,531,2011-03-19,2011-03-24.8
FS-2011-004,159.4,487,2011-03-20,2011-03-24.3
FS-2011-004,159.7,613,2011-03-20,2011-03-24.8
FS-2011-004,158.5,225,2011-03-21,2011-03-24.4
FS-2011-004,160.0,486,2011-03-21,2011-03-24.7
FS-2011-004,159.1,218,2011-03-22,2011-03-24.8
FS-2011-004,158.3,29,2011-03-22,2011-03-24.4
FS-2011-004,158.3,42,2011-03-23,2011-03-24.9
FS-2011-005,92.1,411,2011-03-20,2011-03-29.1
FS-2011-005,92.5,566,2011-03-21,2011-03-29.0
FS-2011-005,91.5,557,2011-03-21,2011-03-29.6
FS-2011-005,93.2,671,2011-03-22,2011-03-29.5
FS-2011-005,94.0,484,2011-03-22,2011-03-29.0
FS-2011-005,93.9,547,2011-03-23,2011-03-29.5
FS-2011-005,94.8,441,2011-03-23,2011-03-28.9
FS-2011-005,94.2,525,2011-03-24,2011-03-29.4
FS-2011-005,95.9,491,2011-03-24,2011-03-28.8
FS-2011-005,96.2,501,2011-03-25,2011-03-28.8
FS-2011-005,95.0,545,2011-03-25,2011-03-29.4
FS-2011-005,97.0,318,2011-03-26,2011-03-28.8
FS-2011-005,95.6,484,2011-03-26,2011-03-29.4
FS-2011-005,95.7,224,2011-03-27,2011-03-29.4
FS-2011-005,92.0,14,2011-03-27,2011-03-29.1
FS-2011-005,92.0,14,2011-03-28,2011-03-29.7
FS-2011-006,332.8,428,2011-03-30,2011-04-07.2
FS-2011-006,332.6,291,2011-03-31,2011-04-07.2
FS-2011-006,332.7,297,2011-03-31,2011-04-07.7
FS-2011-006,333.8,54,2011-04-01,2011-04-07.1
FS-2011-006,333.5,94,2011-04-01,2011-04-07.6
FS-2011-006,333.1,26,2011-04-02,2011-04-07.1
FS-2011-006,333.8,54,2011-04-02,2011-04-07.6
FS-2011-006,333.0,17,2011-04-03,2011-04-07.6
FS-2011-007,25.2,924,2011-04-21,2011-04-30.7
FS-2011-007,25.5,948,2011-04-21,2011-05-01.2
FS-2011-007,23.2,1104,2011-04-22,2011-04-30.8
FS-2011-007,24.2,1341,2011-04-22,2011-05-01.3
FS-2011-007,23.4,1277,2011-04-23,2011-05-01.3
FS-2011-007,22.8,821,2011-04-23,2011-04-30.9
FS-2011-007,24.7,431,2011-04-24,2011-04-30.7
FS-2011-007,23.7,913,2011-04-24,2011-05-01.3
FS-2011-007,25.7,561,2011-04-25,2011-05-01.1
FS-2011-007,27.7,263,2011-04-25,2011-04-30.5
FS-2011-007,27.7,356,2011-04-26,2011-04-30.9
FS-2011-007,28.2,187,2011-04-26,2011-04-30.4
FS-2011-007,28.1,201,2011-04-27,2011-04-30.4
FS-2011-007,28.4,250,2011-04-27,2011-04-30.9
FS-2011-007,28.4,214,2011-04-28,2011-04-30.9
FS-2011-007,28.0,321,2011-04-28,2011-04-30.3
FS-2011-007,27.8,210,2011-04-29,2011-04-30.3
FS-2011-007,28.0,254,2011-04-29,2011-04-30.8
FS-2011-007,27.6,99,2011-04-30,2011-04-30.8
FS-2011-007,27.7,21,2011-04-30,2011-04-30.3
FS-2011-008,340.4,630,2011-04-24,2011-05-03.8
FS-2011-008,339.8,429,2011-04-24,2011-05-04.3
FS-2011-008,340.0,834,2011-04-25,2011-05-04.4
FS-2011-008,339.2,880,2011-04-25,2011-05-03.9
FS-2011-008,338.5,834,2011-04-26,2011-05-04.5
FS-2011-008,338.2,845,2011-04-26,2011-05-04.0
FS-2011-008,338.1,645,2011-04-27,2011-05-04.0
FS-2011-008,338.3,703,2011-04-27,2011-05-04.5
FS-2011-008,339.1,511,2011-04-28,2011-05-04.4
FS-2011-008,339.1,497,2011-04-28,2011-05-04.0
FS-2011-008,339.7,445,2011-04-29,2011-05-03.9
FS-2011-008,339.2,417,2011-04-29,2011-05-04.4
FS-2011-008,340.1,322,2011-04-30,2011-05-04.4
FS-2011-008,341.0,319,2011-04-30,2011-05-03.8
FS-2011-008,343.6,201,2011-05-01,2011-05-03.6
FS-2011-008,342.5,202,2011-05-01,2011-05-04.2
FS-2011-008,342.4,218,2011-05-02,2011-05-03.7
FS-2011-008,342.6,209,2011-05-02,2011-05-04.2
FS-2011-008,342.4,169,2011-05-03,2011-05-03.7
FS-2011-008,341.4,163,2011-05-03,2011-05-04.3
FS-2011-008,340.7,150,2011-05-04,2011-05-04.3
FS-2011-008,337.6,21,2011-05-04,2011-05-04.1
FS-2011-009,268.5,608,2011-04-30,2011-05-09.3
FS-2011-009,267.6,648,2011-05-01,2011-05-09.4
FS-2011-009,267.5,648,2011-05-01,2011-05-09.9
FS-2011-009,267.4,506,2011-05-02,2011-05-09.4
FS-2011-009,267.0,525,2011-05-02,2011-05-09.9
FS-2011-009,267.2,365,2011-05-03,2011-05-09.4
FS-2011-009,266.9,386,2011-05-03,2011-05-10.0
FS-2011-009,267.1,309,2011-05-04,2011-05-09.9
FS-2011-009,267.5,313,2011-05-04,2011-05-09.4
FS-2011-009,267.3,218,2011-05-05,2011-05-09.4
FS-2011-009,267.5,195,2011-05-05,2011-05-09.9
FS-2011-009,267.0,94,2011-05-06,2011-05-09.9
FS-2011-009,267.1,124,2011-05-06,2011-05-09.4
FS-2011-009,267.6,55,2011-05-07,2011-05-09.9
FS-2011-009,267.8,84,2011-05-07,2011-05-09.4
FS-2011-009,267.7,51,2011-05-08,2011-05-09.9
FS-2011-009,267.1,96,2011-05-08,2011-05-09.4
FS-2011-009,266.3,49,2011-05-09,2011-05-10.0
FS-2011-009,266.4,58,2011-05-09,2011-05-09.5
FS-2011-009,265.0,3,2011-05-10,2011-05-10.1
FS-2011-010,333.3,427,2011-05-28,2011-05-31.5
FS-2011-010,333.4,530,2011-05-29,2011-05-31.5
FS-2011-010,333.9,476,2011-05-29,2011-06-01.0
FS-2011-010,333.5,430,2011-05-30,2011-06-01.0
FS-2011-010,333.4,414,2011-05-30,2011-05-31.5
FS-2011-010,334.5,265,2011-05-31,2011-05-31.4
FS-2011-010,334.5,261,2011-05-31,2011-06-01.0
FS-2011-010,332.3,34,2011-06-01,2011-06-01.1
FS-2011-011,165.5,719,2011-06-05,2011-06-13.3
FS-2011-011,165.2,531,2011-06-05,2011-06-13.8
FS-2011-011,166.5,948,2011-06-06,2011-06-13.7
FS-2011-011,166.7,1077,2011-06-06,2011-06-13.2
FS-2011-011,166.6,1206,2011-06-07,2011-06-13.2
FS-2011-011,166.8,1167,2011-06-07,2011-06-13.7
FS-2011-011,167.0,1247,2011-06-08,2011-06-13.1
FS-2011-011,167.0,1317,2011-06-08,2011-06-13.6
FS-2011-011,166.8,1261,2011-06-09,2011-06-13.6
FS-2011-011,166.1,1278,2011-06-09,2011-06-13.2
FS-2011-011,166.0,1173,2011-06-10,2011-06-13.7
FS-2011-011,165.4,1251,2011-06-10,2011-06-13.2
FS-2011-011,165.5,1137,2011-06-11,2011-06-13.2
FS-2011-011,165.6,1073,2011-06-11,2011-06-13.7
FS-2011-011,165.5,1267,2011-06-12,2011-06-13.2
FS-2011-011,165.9,1082,2011-06-12,2011-06-13.7
FS-2011-011,162.8,788,2011-06-13,2011-06-13.4
FS-2011-011,165.5,1059,2011-06-13,2011-06-13.7
FS-2011-011,159.4,195,2011-06-14,2011-06-14.1
FS-2011-012,169.3,421,2011-07-01,2011-07-10.1
FS-2011-012,167.1,759,2011-07-02,2011-07-10.3
FS-2011-012,167.3,704,2011-07-02,2011-07-10.7
FS-2011-012,166.3,831,2011-07-03,2011-07-10.8
FS-2011-012,166.8,744,2011-07-03,2011-07-10.3
FS-2011-012,167.0,598,2011-07-04,2011-07-10.3
FS-2011-012,166.3,714,2011-07-04,2011-07-10.8
FS-2011-012,165.5,582,2011-07-05,2011-07-10.4
FS-2011-012,166.1,590,2011-07-05,2011-07-10.8
FS-2011-012,165.1,422,2011-07-06,2011-07-10.4
FS-2011-012,165.3,504,2011-07-06,2011-07-10.9
FS-2011-012,164.9,225,2011-07-07,2011-07-10.9
FS-2011-012,164.3,157,2011-07-07,2011-07-10.4
FS-2011-012,169.4,33,2011-07-08,2011-07-10.5
FS-2011-013,297.3,457,2011-08-13,2011-08-23.8
FS-2011-013,297.7,702,2011-08-14,2011-08-24.3
FS-2011-013,297.8,889,2011-08-14,2011-08-23.8
FS-2011-013,297.5,973,2011-08-15,2011-08-24.3
FS-2011-013,296.9,1138,2011-08-15,2011-08-23.8
FS-2011-013,296.0,1103,2011-08-16,2011-08-24.4
FS-2011-013,295.8,1046,2011-08-16,2011-08-23.9
FS-2011-013,295.6,824,2011-08-17,2011-08-24.4
FS-2011-013,295.7,875,2011-08-17,2011-08-23.9
FS-2011-013,295.7,648,2011-08-18,2011-08-23.9
FS-2011-013,295.9,650,2011-08-18,2011-08-24.4
FS-2011-013,295.4,372,2011-08-19,2011-08-23.9
FS-2011-013,295.9,332,2011-08-19,2011-08-24.3
FS-2011-013,293.0,109,2011-08-20,2011-08-24.6
FS-2011-013,292.9,153,2011-08-20,2011-08-24.1
FS-2011-013,293.4,96,2011-08-21,2011-08-24.0
FS-2011-013,293.5,93,2011-08-21,2011-08-24.5
FS-2011-013,293.0,6,2011-08-22,2011-08-24.0
FS-2011-013,293.3,11,2011-08-22,2011-08-24.5
FS-2011-013,294.9,63,2011-08-23,2011-08-24.4
FS-2011-013,294.9,47,2011-08-23,2011-08-23.9
FS-2011-013,294.9,57,2011-08-24,2011-08-24.4
FS-2011-014,127.4,435,2011-08-31,2011-09-05.6
FS-2011-014,127.4,724,2011-09-01,2011-09-05.6
FS-2011-014,127.8,599,2011-09-01,2011-09-06.1
FS-2011-014,127.5,634,2011-09-02,2011-09-05.6
FS-2011-014,127.2,682,2011-09-02,2011-09-06.1
FS-2011-014,126.8,648,2011-09-03,2011-09-05.6
FS-2011-014,127.0,526,2011-09-03,2011-09-06.1
FS-2011-014,125.7,743,2011-09-04,2011-09-06.2
FS-2011-014,126.6,889,2011-09-04,2011-09-05.6
FS-2011-014,125.4,842,2011-09-05,2011-09-05.7
FS-2011-014,126.0,776,2011-09-05,2011-09-06.1
FS-2011-014,118.4,193,2011-09-06,2011-09-06.2
FS-2011-014,122.7,481,2011-09-06,2011-09-06.4
FS-2011-015,52.0,810,2011-09-03,2011-09-11.3
FS-2011-015,52.0,512,2011-09-03,2011-09-11.8
FS-2011-015,51.8,929,2011-09-04,2011-09-11.9
FS-2011-015,52.1,1180,2011-09-04,2011-09-11.3
FS-2011-015,53.0,1302,2011-09-05,2011-09-11.2
FS-2011-015,52.7,1232,2011-09-05,2011-09-11.8
FS-2011-015,53.4,1463,2011-09-06,2011-09-11.2
FS-2011-015,53.3,1279,2011-09-06,2011-09-11.7
FS-2011-015,54.0,1599,2011-09-07,2011-09-11.6
FS-2011-015,53.2,1652,2011-09-07,2011-09-11.2
FS-2011-015,53.6,1719,2011-09-08,2011-09-11.2
FS-2011-015,54.1,1698,2011-09-08,2011-09-11.6
FS-2011-015,52.8,1701,2011-09-09,2011-09-11.7
FS-2011-015,52.1,1740,2011-09-09,2011-09-11.3
FS-2011-015,51.5,1917,2011-09-10,2011-09-11.3
FS-2011-015,51.8,1725,2011-09-10,2011-09-11.8
FS-2011-015,48.2,1190,2011-09-11,2011-09-11.5
FS-2011-015,50.9,1738,2011-09-11,2011-09-11.8
FS-2011-015,44.6,502,2011-09-12,2011-09-12.3
FS-2011-015,40.2,56,2011-09-12,2011-09-12.1
FS-2011-016,326.4,492,2011-09-07,2011-09-17.8
FS-2011-016,326.3,1029,2011-09-08,2011-09-17.8
FS-2011-016,325.7,923,2011-09-08,2011-09-18.4
FS-2011-016,325.8,1377,2011-09-09,2011-09-18.3
FS-2011-016,325.7,1377,2011-09-09,2011-09-17.8
FS-2011-016,326.7,1801,2011-09-10,2011-09-17.8
FS-2011-016,326.4,1818,2011-09-10,2011-09-18.3
FS-2011-016,326.1,1645,2011-09-11,2011-09-17.8
FS-2011-016,326.1,1943,2011-09-11,2011-09-18.3
FS-2011-016,326.6,1891,2011-09-12,2011-09-18.3
FS-2011-016,326.3,1626,2011-09-12,2011-09-17.8
FS-2011-016,326.4,1786,2011-09-13,2011-09-18.3
FS-2011-016,326.1,1664,2011-09-13,2011-09-17.8
FS-2011-016,326.8,1866,2011-09-14,2011-09-17.7
FS-2011-016,326.4,1837,2011-09-14,2011-09-18.3
FS-2011-016,326.4,1997,2011-09-15,2011-09-18.3
FS-2011-016,326.6,1779,2011-09-15,2011-09-17.7
FS-2011-016,326.8,1746,2011-09-16,2011-09-17.7
FS-2011-016,326.4,1810,2011-09-16,2011-09-18.3
FS-2011-016,326.8,1803,2011-09-17,2011-09-18.2
FS-2011-016,327.2,1722,2011-09-17,2011-09-17.7
FS-2011-016,323.8,1071,2011-09-18,2011-09-18.4
FS-2011-016,320.2,305,2011-09-18,2011-09-18.2
FS-2011-016,315.7,22,2011-09-19,2011-09-19.0
FS-2011-017,227.3,566,2011-09-17,2011-09-25.8
FS-2011-017,227.4,414,2011-09-17,2011-09-25.3
FS-2011-017,227.3,473,2011-09-18,2011-09-25.8
FS-2011-017,227.4,410,2011-09-18,2011-09-25.3
FS-2011-017,227.4,441,2011-09-19,2011-09-25.8
FS-2011-017,227.4,464,2011-09-19,2011-09-25.3
FS-2011-017,226.3,459,2011-09-20,2011-09-25.4
FS-2011-017,226.7,484,2011-09-20,2011-09-25.8
FS-2011-017,226.3,434,2011-09-21,2011-09-25.9
FS-2011-017,226.5,253,2011-09-21,2011-09-25.3
FS-2011-017,227.0,16,2011-09-22,2011-09-25.3
FS-2011-017,226.9,220,2011-09-22,2011-09-25.8
FS-2011-017,226.8,29,2011-09-23,2011-09-25.3
FS-2011-017,226.7,33,2011-09-23,2011-09-25.8
FS-2011-017,226.1,37,2011-09-24,2011-09-25.9
FS-2011-017,226.0,26,2011-09-24,2011-09-25.4
FS-2011-017,226.0,26,2011-09-25,2011-09-25.9
FS-2011-018,160.5,551,2011-09-20,2011-09-30.4
FS-2011-018,159.7,662,2011-09-21,2011-10-01.0
FS-2011-018,160.6,801,2011-09-21,2011-09-30.4
FS-2011-018,158.9,1149,2011-09-22,2011-09-30.5
FS-2011-018,158.8,1121,2011-09-22,2011-10-01.1
FS-2011-018,157.7,1281,2011-09-23,2011-09-30.6
FS-2011-018,157.8,1409,2011-09-23,2011-10-01.1
FS-2011-018,156.9,1303,2011-09-24,2011-10-01.2
FS-2011-018,156.1,1351,2011-09-24,2011-09-30.7
FS-2011-018,154.9,1537,2011-09-25,2011-09-30.8
FS-2011-018,155.6,1657,2011-09-25,2011-10-01.3
FS-2011-018,153.0,1663,2011-09-26,2011-09-30.9
FS-2011-018,155.0,1556,2011-09-26,2011-10-01.3
FS-2011-018,153.2,1665,2011-09-27,2011-10-01.4
FS-2011-018,152.7,1844,2011-09-27,2011-09-30.9
FS-2011-018,153.7,1776,2011-09-28,2011-10-01.6
FS-2011-018,154.7,2110,2011-09-28,2011-09-30.8
FS-2011-018,155.1,1794,2011-09-29,2011-09-30.7
FS-2011-018,155.6,1375,2011-09-29,2011-10-01.4
FS-2011-018,154.7,923,2011-09-30,2011-10-01.2
FS-2011-018,152.4,1168,2011-09-30,2011-09-30.9
FS-2011-018,150.1,502,2011-10-01,2011-10-01.6
FS-2011-018,147.8,422,2011-10-01,2011-10-01.3
FS-2011-018,144.3,5,2011-10-02,2011-10-02.0
FS-2011-019,254.3,448,2011-09-21,2011-09-24.0
FS-2011-019,254.1,396,2011-09-21,2011-09-23.6
FS-2011-019,252.9,309,2011-09-22,2011-09-23.7
FS-2011-019,253.5,465,2011-09-22,2011-09-24.1
FS-2011-019,252.4,163,2011-09-23,2011-09-23.7
FS-2011-019,252.9,326,2011-09-23,2011-09-24.2
FS-2011-019,251.7,112,2011-09-24,2011-09-24.3
FS-2011-020,173.7,518,2011-09-21,2011-09-30.5
FS-2011-020,175.0,638,2011-09-21,2011-09-29.9
FS-2011-020,174.3,883,2011-09-22,2011-09-30.0
FS-2011-020,173.7,1051,2011-09-22,2011-09-30.5
FS-2011-020,175.5,975,2011-09-23,2011-09-29.8
FS-2011-020,173.8,1112,2011-09-23,2011-09-30.5
FS-2011-020,175.2,1224,2011-09-24,2011-09-30.4
FS-2011-020,176.4,1079,2011-09-24,2011-09-29.8
FS-2011-020,177.1,1210,2011-09-25,2011-09-29.7
FS-2011-020,176.0,1307,2011-09-25,2011-09-30.3
FS-2011-020,178.5,1130,2011-09-26,2011-09-29.5
FS-2011-020,177.2,1311,2011-09-26,2011-09-30.2
FS-2011-020,178.4,1141,2011-09-27,2011-09-30.0
FS-2011-020,179.6,1080,2011-09-27,2011-09-29.4
FS-2011-020,178.5,1207,2011-09-28,2011-09-30.2
FS-2011-020,176.5,1367,2011-09-28,2011-09-29.7
FS-2011-020,173.5,968,2011-09-29,2011-09-29.9
FS-2011-020,176.5,926,2011-09-29,2011-09-30.4
FS-2011-020,171.1,302,2011-09-30,2011-09-30.6
FS-2011-020,167.1,339,2011-09-30,2011-09-30.5
FS-2011-020,163.2,47,2011-10-01,2011-10-01.3
FS-2011-020,159.2,20,2011-10-01,2011-10-01.1
FS-2011-021,147.1,765,2011-09-21,2011-10-02.2
FS-2011-021,147.2,984,2011-09-21,2011-10-01.7
FS-2011-021,146.4,1421,2011-09-22,2011-10-01.7
FS-2011-021,146.9,1442,2011-09-22,2011-10-02.2
FS-2011-021,145.5,1583,2011-09-23,2011-10-01.8
FS-2011-021,145.8,1851,2011-09-23,2011-10-02.3
FS-2011-021,145.6,1800,2011-09-24,2011-10-02.3
FS-2011-021,145.6,1291,2011-09-24,2011-10-01.8
FS-2011-021,145.7,865,2011-09-25,2011-10-01.7
FS-2011-021,146.0,1328,2011-09-25,2011-10-02.2
FS-2011-021,145.2,565,2011-09-26,2011-10-01.8
FS-2011-021,146.2,815,2011-09-26,2011-10-02.2
FS-2011-021,145.4,559,2011-09-27,2011-10-02.2
FS-2011-021,145.1,456,2011-09-27,2011-10-01.8
FS-2011-021,144.8,521,2011-09-28,2011-10-02.5
FS-2011-021,144.3,353,2011-09-28,2011-10-01.8
FS-2011-021,143.8,302,2011-09-29,2011-10-01.9
FS-2011-021,144.3,375,2011-09-29,2011-10-02.5
FS-2011-021,144.0,328,2011-09-30,2011-10-02.4
FS-2011-021,143.5,295,2011-09-30,2011-10-01.9
FS-2011-021,143.8,416,2011-10-01,2011-10-02.4
FS-2011-021,143.4,432,2011-10-01,2011-10-01.9
FS-2011-021,140.8,148,2011-10-02,2011-10-02.1
FS-2011-021,143.6,420,2011-10-02,2011-10-02.4
FS-2011-022,126.0,510,2011-09-24,2011-10-03.0
FS-2011-022,123.3,917,2011-09-25,2011-10-03.2
FS-2011-022,125.2,586,2011-09-25,2011-10-03.6
FS-2011-022,122.3,957,2011-09-26,2011-10-03.3
FS-2011-022,123.0,823,2011-09-26,2011-10-03.8
FS-2011-022,122.4,905,2011-09-27,2011-10-03.8
FS-2011-022,121.9,1058,2011-09-27,2011-10-03.3
FS-2011-022,122.8,939,2011-09-28,2011-10-03.9
FS-2011-022,121.6,1644,2011-09-28,2011-10-03.3
FS-2011-022,121.6,1670,2011-09-29,2011-10-03.3
FS-2011-022,122.3,971,2011-09-29,2011-10-04.0
FS-2011-022,122.7,660,2011-09-30,2011-10-03.7
FS-2011-022,122.5,1338,2011-09-30,2011-10-03.2
FS-2011-022,124.1,399,2011-10-01,2011-10-03.6
FS-2011-022,121.3,871,2011-10-01,2011-10-03.3
FS-2011-022,117.7,601,2011-10-02,2011-10-03.6
FS-2011-022,117.4,175,2011-10-02,2011-10-04.1
FS-2011-022,116.5,164,2011-10-03,2011-10-04.1
FS-2011-022,115.7,304,2011-10-03,2011-10-03.7
FS-2011-022,117.1,24,2011-10-04,2011-10-04.1
FS-2011-023,59.3,1049,2011-09-28,2011-10-08.8
FS-2011-023,59.1,2180,2011-09-28,2011-10-08.1
FS-2011-023,59.5,3076,2011-09-29,2011-10-08.1
FS-2011-023,59.7,1587,2011-09-29,2011-10-08.8
FS-2011-023,59.3,2186,2011-09-30,2011-10-08.6
FS-2011-023,58.8,3242,2011-09-30,2011-10-08.1
FS-2011-023,57.7,2158,2011-10-01,2011-10-08.7
FS-2011-023,59.2,3619,2011-10-01,2011-10-08.1
FS-2011-023,58.5,3351,2011-10-02,2011-10-08.1
FS-2011-023,58.4,2278,2011-10-02,2011-10-08.7
FS-2011-023,56.7,1998,2011-10-03,2011-10-08.8
FS-2011-023,57.4,2338,2011-10-03,2011-10-08.2
FS-2011-023,55.1,1938,2011-10-04,2011-10-08.4
FS-2011-023,54.9,2198,2011-10-04,2011-10-08.9
FS-2011-023,54.3,2072,2011-10-05,2011-10-08.9
FS-2011-023,55.0,2032,2011-10-05,2011-10-08.3
FS-2011-023,55.0,2135,2011-10-06,2011-10-08.8
FS-2011-023,55.1,1923,2011-10-06,2011-10-08.3
FS-2011-023,54.6,1934,2011-10-07,2011-10-08.8
FS-2011-023,54.1,1781,2011-10-07,2011-10-08.4
FS-2011-023,53.9,1659,2011-10-08,2011-10-08.9
FS-2011-023,50.8,1094,2011-10-08,2011-10-08.6
FS-2011-023,44.1,106,2011-10-09,2011-10-09.1
FS-2011-023,47.5,570,2011-10-09,2011-10-09.4
FS-2011-024,333.1,440,2011-10-06,2011-10-14.6
FS-2011-024,332.4,525,2011-10-07,2011-10-15.2
FS-2011-024,332.6,506,2011-10-07,2011-10-14.7
FS-2011-024,332.1,534,2011-10-08,2011-10-15.2
FS-2011-024,330.8,381,2011-10-08,2011-10-14.8
FS-2011-024,328.4,769,2011-10-09,2011-10-15.0
FS-2011-024,329.3,999,2011-10-09,2011-10-15.4
FS-2011-024,327.5,468,2011-10-10,2011-10-15.0
FS-2011-024,328.3,924,2011-10-10,2011-10-15.5
FS-2011-024,328.1,592,2011-10-11,2011-10-15.5
FS-2011-024,327.4,386,2011-10-11,2011-10-15.0
FS-2011-024,328.6,563,2011-10-12,2011-10-15.4
FS-2011-024,327.9,549,2011-10-12,2011-10-15.0
FS-2011-024,329.3,803,2011-10-13,2011-10-15.3
FS-2011-024,328.0,676,2011-10-13,2011-10-14.9
FS-2011-024,329.7,835,2011-10-14,2011-10-15.3
FS-2011-024,327.4,574,2011-10-14,2011-10-15.0
FS-2011-024,322.8,252,2011-10-15,2011-10-15.3
FS-2011-024,326.2,460,2011-10-15,2011-10-15.6
FS-2011-024,319.2,29,2011-10-16,2011-10-16.1
FS-2011-025,283.0,644,2011-10-09,2011-10-18.3
FS-2011-025,281.8,930,2011-10-10,2011-10-18.4
FS-2011-025,282.4,658,2011-10-10,2011-10-18.9
FS-2011-025,281.2,779,2011-10-11,2011-10-19.0
FS-2011-025,281.5,804,2011-10-11,2011-10-18.5
FS-2011-025,281.1,658,2011-10-12,2011-10-19.0
FS-2011-025,281.6,548,2011-10-12,2011-10-18.5
FS-2011-025,280.2,284,2011-10-13,2011-10-19.1
FS-2011-025,281.8,233,2011-10-13,2011-10-18.5
FS-2011-025,282.4,43,2011-10-14,2011-10-18.9
FS-2011-025,283.1,58,2011-10-14,2011-10-18.4
FS-2011-025,285.5,7,2011-10-15,2011-10-18.2
FS-2011-025,285.5,4,2011-10-15,2011-10-18.7
FS-2011-026,301.1,718,2011-10-14,2011-10-17.0
FS-2011-026,301.6,946,2011-10-15,2011-10-17.0
