Designation,Carrington Longitude,Strength,Detection Date,Prediction Date
FS-2015-004,110.5,271,2015-01-13,2015-01-16.7
FS-2015-004,123.5,40,2015-01-14,2015-01-15.7
FS-2015-004,111.5,187,2015-01-14,2015-01-17.2
FS-2015-005,73.8,481,2015-01-11,2015-01-20.2
FS-2015-005,73.1,501,2015-01-11,2015-01-19.8
FS-2015-005,73.6,506,2015-01-12,2015-01-19.7
FS-2015-005,74.0,557,2015-01-12,2015-01-20.2
FS-2015-005,73.7,515,2015-01-13,2015-01-20.2
FS-2015-005,73.6,545,2015-01-13,2015-01-19.7
FS-2015-005,71.1,126,2015-01-14,2015-01-19.9
FS-2015-005,74.7,563,2015-01-14,2015-01-20.0
FS-2015-006,48.9,415,2015-01-13,2015-01-21.6
FS-2015-006,48.2,449,2015-01-13,2015-01-21.1
FS-2015-006,48.4,441,2015-01-14,2015-01-21.1
FS-2015-006,48.7,514,2015-01-14,2015-01-21.6
FS-2015-006,49.1,468,2015-01-15,2015-01-21.6
FS-2015-006,49.1,390,2015-01-15,2015-01-21.1
FS-2015-006,48.4,555,2015-01-16,2015-01-21.1
FS-2015-006,48.3,493,2015-01-16,2015-01-21.6
FS-2015-006,47.6,99,2015-01-17,2015-01-21.7
FS-2015-006,48.7,87,2015-01-17,2015-01-21.1
FS-2015-007,2.0,431,2015-01-15,2015-01-25.1
FS-2015-007,4.1,1190,2015-01-15,2015-01-24.4
FS-2015-007,3.9,1742,2015-01-16,2015-01-24.5
FS-2015-007,3.4,1430,2015-01-16,2015-01-25.0
FS-2015-007,4.9,1761,2015-01-17,2015-01-24.9
FS-2015-007,6.0,1925,2015-01-17,2015-01-24.3
FS-2015-007,8.1,1888,2015-01-18,2015-01-24.7
FS-2015-007,3.7,226,2015-01-18,2015-01-24.5
FS-2015-007,3.9,60,2015-01-19,2015-01-25.0
FS-2015-008,28.3,685,2015-01-16,2015-01-23.2
FS-2015-008,27.3,1452,2015-01-17,2015-01-23.6
FS-2015-008,26.8,1935,2015-01-17,2015-01-23.2
FS-2015-008,26.4,2102,2015-01-18,2015-01-23.6
FS-2015-008,17.8,4472,2015-01-18,2015-01-23.6
FS-2015-008,16.8,4157,2015-01-19,2015-01-23.7
FS-2015-008,17.5,4305,2015-01-19,2015-01-24.1
FS-2015-008,16.7,3415,2015-01-20,2015-01-24.2
FS-2015-008,13.5,3178,2015-01-20,2015-01-23.9
FS-2015-008,12.1,2158,2015-01-21,2015-01-24.5
FS-2015-008,11.4,1826,2015-01-21,2015-01-24.0
FS-2015-008,3.6,846,2015-01-22,2015-01-24.6
FS-2015-008,11.0,1096,2015-01-22,2015-01-24.5
FS-2015-008,355.0,533,2015-01-23,2015-01-25.7
FS-2015-008,356.5,493,2015-01-23,2015-01-25.1
FS-2015-008,0.1,523,2015-01-24,2015-01-24.9
FS-2015-008,356.3,415,2015-01-24,2015-01-25.7
FS-2015-008,358.1,335,2015-01-25,2015-01-25.5
FS-2015-008,354.6,97,2015-01-25,2015-01-25.3
FS-2015-009,323.5,546,2015-01-18,2015-01-28.1
FS-2015-009,323.9,812,2015-01-18,2015-01-27.6
FS-2015-009,323.1,1386,2015-01-19,2015-01-27.7
FS-2015-009,323.5,1082,2015-01-19,2015-01-28.2
FS-2015-009,323.8,1409,2015-01-20,2015-01-28.1
FS-2015-009,323.5,1765,2015-01-20,2015-01-27.7
FS-2015-009,322.0,3213,2015-01-21,2015-01-28.2
FS-2015-009,323.1,4212,2015-01-21,2015-01-27.6
FS-2015-009,322.6,4767,2015-01-22,2015-01-27.7
FS-2015-009,323.0,4309,2015-01-22,2015-01-28.1
FS-2015-009,322.6,4783,2015-01-23,2015-01-28.2
FS-2015-009,322.8,4781,2015-01-23,2015-01-27.7
FS-2015-009,322.4,4319,2015-01-24,2015-01-27.7
FS-2015-009,322.2,4706,2015-01-24,2015-01-28.2
FS-2015-009,321.7,4296,2015-01-25,2015-01-28.3
FS-2015-009,322.2,3938,2015-01-25,2015-01-27.8
FS-2015-009,322.6,3164,2015-01-26,2015-01-27.8
FS-2015-009,321.4,3707,2015-01-26,2015-01-28.4
FS-2015-009,322.4,2823,2015-01-27,2015-01-28.3
FS-2015-009,323.2,2001,2015-01-27,2015-01-27.8
FS-2015-009,317.8,324,2015-01-28,2015-01-28.2
FS-2015-009,320.2,1249,2015-01-28,2015-01-28.5
FS-2015-009,313.8,15,2015-01-29,2015-01-29.0
FS-2015-010,48.7,448,2015-01-19,2015-01-21.5
FS-2015-010,48.1,677,2015-01-20,2015-01-22.1
FS-2015-010,47.7,673,2015-01-20,2015-01-21.6
FS-2015-010,47.9,680,2015-01-21,2015-01-22.1
FS-2015-010,47.6,519,2015-01-21,2015-01-21.6
FS-2015-010,41.2,13,2015-01-22,2015-01-22.1
FS-2015-010,45.2,266,2015-01-22,2015-01-22.2
FS-2015-011,314.9,436,2015-01-20,2015-01-28.7
FS-2015-011,315.8,685,2015-01-20,2015-01-28.1
FS-2015-011,315.6,66,2015-01-21,2015-01-28.7
FS-2015-011,316.6,49,2015-01-21,2015-01-28.1
FS-2015-012,323.7,260,2015-01-22,2015-01-28.2
FS-2015-012,323.8,404,2015-01-22,2015-01-28.7
FS-2015-012,323.9,334,2015-01-23,2015-01-28.7
FS-2015-012,325.4,134,2015-01-23,2015-01-28.0
FS-2015-012,326.3,81,2015-01-24,2015-01-27.9
FS-2015-012,325.3,175,2015-01-24,2015-01-28.5
FS-2015-012,326.2,88,2015-01-25,2015-01-28.4
FS-2015-013,260.5,468,2015-01-23,2015-02-01.7
FS-2015-013,261.3,875,2015-01-24,2015-02-01.7
FS-2015-013,258.7,588,2015-01-24,2015-02-02.4
FS-2015-013,261.0,1189,2015-01-25,2015-02-02.2
FS-2015-013,250.4,39,2015-01-25,2015-02-02.5
FS-2015-014,287.9,960,2015-01-24,2015-01-30.3
FS-2015-014,286.7,1707,2015-01-25,2015-01-30.9
FS-2015-014,277.0,3673,2015-01-25,2015-01-31.3
FS-2015-014,274.4,4750,2015-01-26,2015-01-31.5
FS-2015-014,276.1,4059,2015-01-26,2015-01-31.8
FS-2015-014,275.3,5245,2015-01-27,2015-01-31.9
FS-2015-014,275.5,4740,2015-01-27,2015-01-31.4
FS-2015-014,276.4,3367,2015-01-28,2015-01-31.3
FS-2015-014,275.2,4397,2015-01-28,2015-01-31.9
FS-2015-014,274.7,4267,2015-01-29,2015-01-31.9
FS-2015-014,272.2,3625,2015-01-29,2015-01-31.6
FS-2015-014,266.7,2140,2015-01-30,2015-02-01.1
FS-2015-014,271.7,3548,2015-01-30,2015-02-01.2
FS-2015-014,264.4,1453,2015-01-31,2015-02-01.8
FS-2015-014,252.5,695,2015-01-31,2015-02-02.3
FS-2015-014,245.8,366,2015-02-01,2015-02-02.8
FS-2015-014,245.7,371,2015-02-01,2015-02-03.3
FS-2015-014,246.2,278,2015-02-02,2015-02-03.2
FS-2015-014,247.9,188,2015-02-02,2015-02-02.6
FS-2015-014,246.3,97,2015-02-03,2015-02-03.2
FS-2015-015,243.5,449,2015-01-25,2015-02-03.1
FS-2015-015,244.0,889,2015-01-25,2015-02-02.6
FS-2015-015,245.4,1599,2015-01-26,2015-02-02.5
FS-2015-015,243.9,956,2015-01-26,2015-02-03.1
FS-2015-015,243.8,1649,2015-01-27,2015-02-03.1
FS-2015-015,243.8,1941,2015-01-27,2015-02-02.6
FS-2015-015,240.4,3233,2015-01-28,2015-02-02.9
FS-2015-015,241.9,1793,2015-01-28,2015-02-03.3
FS-2015-015,235.5,2849,2015-01-29,2015-02-03.7
FS-2015-015,237.3,3142,2015-01-29,2015-02-03.1
FS-2015-015,231.1,3179,2015-01-30,2015-02-03.6
FS-2015-015,233.6,3515,2015-01-30,2015-02-03.9
FS-2015-015,230.9,3095,2015-01-31,2015-02-04.1
FS-2015-015,230.2,2420,2015-01-31,2015-02-03.7
FS-2015-015,230.9,2221,2015-02-01,2015-02-03.6
FS-2015-015,231.2,2561,2015-02-01,2015-02-04.1
FS-2015-015,230.4,2096,2015-02-02,2015-02-04.2
FS-2015-015,232.4,1460,2015-02-02,2015-02-03.5
FS-2015-015,234.1,491,2015-02-03,2015-02-03.4
FS-2015-015,230.0,956,2015-02-03,2015-02-04.2
FS-2015-015,230.4,123,2015-02-04,2015-02-04.2
FS-2015-016,251.8,740,2015-01-27,2015-02-02.1
FS-2015-016,251.9,834,2015-01-28,2015-02-02.1
FS-2015-016,252.3,584,2015-01-28,2015-02-02.5
FS-2015-016,255.4,822,2015-01-29,2015-02-02.3
FS-2015-016,254.6,946,2015-01-29,2015-02-01.8
FS-2015-016,252.3,1150,2015-01-30,2015-02-02.0
FS-2015-016,255.9,810,2015-01-30,2015-02-02.2
FS-2015-016,253.3,1162,2015-01-31,2015-02-02.4
FS-2015-016,251.8,1125,2015-01-31,2015-02-02.0
FS-2015-016,249.8,925,2015-02-01,2015-02-02.1
FS-2015-016,252.2,1058,2015-02-01,2015-02-02.4
FS-2015-016,248.1,676,2015-02-02,2015-02-02.7
FS-2015-016,243.6,304,2015-02-02,2015-02-02.5
FS-2015-016,241.8,62,2015-02-03,2015-02-03.1
FS-2015-017,208.4,416,2015-01-29,2015-02-06.5
FS-2015-017,208.3,358,2015-01-29,2015-02-05.9
FS-2015-017,205.0,387,2015-01-30,2015-02-06.2
FS-2015-017,205.6,508,2015-01-30,2015-02-06.7
FS-2015-017,210.3,1261,2015-01-31,2015-02-06.2
FS-2015-017,209.8,1269,2015-01-31,2015-02-05.7
FS-2015-017,205.8,1151,2015-02-01,2015-02-06.1
FS-2015-017,208.3,1508,2015-02-01,2015-02-06.3
FS-2015-017,210.2,242,2015-02-02,2015-02-06.2
FS-2015-017,210.0,138,2015-02-02,2015-02-05.7
FS-2015-018,187.9,583,2015-01-29,2015-02-07.0
FS-2015-018,186.7,1239,2015-01-30,2015-02-07.2
FS-2015-018,186.7,820,2015-01-30,2015-02-07.7
FS-2015-018,186.6,1256,2015-01-31,2015-02-07.7
FS-2015-018,187.4,1608,2015-01-31,2015-02-07.1
FS-2015-018,187.7,1803,2015-02-01,2015-02-07.1
FS-2015-018,187.3,1507,2015-02-01,2015-02-07.6
FS-2015-018,193.1,2564,2015-02-02,2015-02-07.3
FS-2015-018,191.7,2824,2015-02-02,2015-02-06.9
FS-2015-018,187.4,2816,2015-02-03,2015-02-07.2
FS-2015-018,191.2,2450,2015-02-03,2015-02-07.4
FS-2015-018,186.5,2294,2015-02-04,2015-02-07.2
FS-2015-018,186.4,2482,2015-02-04,2015-02-07.8
FS-2015-018,188.6,2415,2015-02-05,2015-02-07.6
FS-2015-018,188.1,1992,2015-02-05,2015-02-07.2
FS-2015-018,189.3,1976,2015-02-06,2015-02-07.6
FS-2015-018,187.6,1337,2015-02-06,2015-02-07.2
FS-2015-018,184.0,534,2015-02-07,2015-02-07.4
FS-2015-018,188.1,1027,2015-02-07,2015-02-07.6
FS-2015-018,181.8,71,2015-02-08,2015-02-08.1
FS-2015-019,225.3,440,2015-01-30,2015-02-04.5
FS-2015-019,227.1,334,2015-01-31,2015-02-05.0
FS-2015-019,227.1,317,2015-01-31,2015-02-04.5
FS-2015-019,226.4,75,2015-02-01,2015-02-04.6
FS-2015-019,226.2,133,2015-02-01,2015-02-05.2
FS-2015-019,228.9,25,2015-02-02,2015-02-04.9
FS-2015-020,152.9,660,2015-02-01,2015-02-09.5
FS-2015-020,152.6,641,2015-02-01,2015-02-10.0
FS-2015-020,153.0,770,2015-02-02,2015-02-10.0
FS-2015-020,153.7,714,2015-02-02,2015-02-09.4
FS-2015-020,154.9,329,2015-02-03,2015-02-09.4
FS-2015-020,153.6,669,2015-02-03,2015-02-09.9
FS-2015-020,156.2,34,2015-02-04,2015-02-09.3
FS-2015-020,155.5,204,2015-02-04,2015-02-09.9
FS-2015-020,156.8,32,2015-02-05,2015-02-09.7
FS-2015-021,171.5,433,2015-02-02,2015-02-08.1
FS-2015-021,172.8,223,2015-02-03,2015-02-08.0
FS-2015-021,172.3,495,2015-02-03,2015-02-08.6
FS-2015-021,173.2,44,2015-02-04,2015-02-08.0
FS-2015-021,173.9,123,2015-02-04,2015-02-08.5
FS-2015-021,174.1,79,2015-02-05,2015-02-08.4
FS-2015-021,174.1,48,2015-02-05,2015-02-07.9
FS-2015-021,174.2,59,2015-02-06,2015-02-08.4
FS-2015-022,99.5,633,2015-02-04,2015-02-13.7
FS-2015-022,97.2,904,2015-02-05,2015-02-14.3
FS-2015-022,96.2,1510,2015-02-05,2015-02-13.8
FS-2015-022,95.2,1480,2015-02-06,2015-02-14.4
FS-2015-022,94.9,1617,2015-02-06,2015-02-14.0
FS-2015-022,98.5,1221,2015-02-07,2015-02-13.6
FS-2015-022,94.3,1377,2015-02-07,2015-02-14.5
FS-2015-022,99.4,277,2015-02-08,2015-02-14.1
FS-2015-022,100.4,75,2015-02-08,2015-02-13.5
FS-2015-023,96.0,431,2015-02-05,2015-02-14.4
FS-2015-023,95.2,554,2015-02-06,2015-02-15.0
FS-2015-023,96.0,765,2015-02-06,2015-02-14.4
FS-2015-023,86.4,3712,2015-02-07,2015-02-14.8
FS-2015-023,95.3,880,2015-02-07,2015-02-15.0
FS-2015-023,90.9,5292,2015-02-08,2015-02-14.9
FS-2015-023,91.1,6444,2015-02-08,2015-02-14.3
FS-2015-023,91.7,6161,2015-02-09,2015-02-14.8
FS-2015-023,91.4,5484,2015-02-09,2015-02-14.4
FS-2015-023,86.4,4428,2015-02-10,2015-02-14.8
FS-2015-023,90.5,4285,2015-02-10,2015-02-15.0
FS-2015-023,86.2,3174,2015-02-11,2015-02-14.9
FS-2015-023,85.9,3405,2015-02-11,2015-02-15.4
FS-2015-023,85.4,2553,2015-02-12,2015-02-15.4
FS-2015-023,84.5,2034,2015-02-12,2015-02-15.0
FS-2015-023,80.0,1913,2015-02-13,2015-02-15.4
FS-2015-023,81.6,2050,2015-02-13,2015-02-15.7
FS-2015-023,78.0,1476,2015-02-14,2015-02-15.6
FS-2015-023,77.1,1935,2015-02-14,2015-02-16.2
FS-2015-023,75.3,736,2015-02-15,2015-02-15.8
FS-2015-023,75.1,1219,2015-02-15,2015-02-16.3
FS-2015-023,58.3,157,2015-02-16,2015-02-17.1
FS-2015-023,66.5,571,2015-02-16,2015-02-17.0
FS-2015-023,52.4,107,2015-02-17,2015-02-18.1
FS-2015-024,73.5,496,2015-02-06,2015-02-16.4
FS-2015-024,73.8,590,2015-02-06,2015-02-15.9
FS-2015-024,77.4,21,2015-02-07,2015-02-15.8
FS-2015-024,74.1,708,2015-02-07,2015-02-16.4
FS-2015-024,76.6,17,2015-02-08,2015-02-16.4
FS-2015-025,51.3,741,2015-02-08,2015-02-17.7
FS-2015-025,49.2,1129,2015-02-08,2015-02-17.3
FS-2015-025,48.5,1654,2015-02-09,2015-02-17.9
FS-2015-025,54.1,2413,2015-02-09,2015-02-17.0
FS-2015-025,51.9,1949,2015-02-10,2015-02-17.2
FS-2015-025,54.3,2363,2015-02-10,2015-02-17.5
FS-2015-025,55.2,2809,2015-02-11,2015-02-16.9
FS-2015-025,57.2,2875,2015-02-11,2015-02-17.3
FS-2015-025,54.8,3243,2015-02-12,2015-02-17.5
FS-2015-025,52.2,2928,2015-02-12,2015-02-17.2
FS-2015-025,49.6,2760,2015-02-13,2015-02-17.4
FS-2015-025,52.2,2933,2015-02-13,2015-02-17.7
FS-2015-025,47.4,2448,2015-02-14,2015-02-17.5
FS-2015-025,48.9,2393,2015-02-14,2015-02-17.9
FS-2015-025,46.5,1904,2015-02-15,2015-02-17.6
FS-2015-025,47.8,2033,2015-02-15,2015-02-18.0
FS-2015-025,47.5,1193,2015-02-16,2015-02-17.6
FS-2015-025,46.7,1423,2015-02-16,2015-02-18.1
FS-2015-025,47.5,558,2015-02-17,2015-02-17.6
FS-2015-025,48.1,745,2015-02-17,2015-02-18.0
FS-2015-025,46.0,77,2015-02-18,2015-02-18.2
FS-2015-026,38.1,434,2015-02-12,2015-02-19.3
FS-2015-026,38.1,441,2015-02-12,2015-02-18.8
FS-2015-026,38.6,1038,2015-02-13,2015-02-18.6
FS-2015-026,38.8,724,2015-02-13,2015-02-19.2
FS-2015-026,39.5,1252,2015-02-14,2015-02-18.5
FS-2015-026,39.8,1486,2015-02-14,2015-02-19.0
FS-2015-026,39.2,989,2015-02-15,2015-02-18.6
FS-2015-026,39.6,1384,2015-02-15,2015-02-19.1
FS-2015-026,37.6,350,2015-02-16,2015-02-18.7
FS-2015-026,38.8,761,2015-02-16,2015-02-19.1
FS-2015-026,37.0,119,2015-02-17,2015-02-18.7
FS-2015-026,38.1,228,2015-02-17,2015-02-19.2
FS-2015-026,38.1,33,2015-02-18,2015-02-19.0
FS-2015-027,342.2,1003,2015-02-13,2015-02-22.5
FS-2015-027,344.1,689,2015-02-13,2015-02-22.9
FS-2015-027,341.4,2078,2015-02-14,2015-02-22.6
FS-2015-027,342.8,1601,2015-02-14,2015-02-23.0
FS-2015-027,340.7,3329,2015-02-15,2015-02-22.7
FS-2015-027,342.8,2637,2015-02-15,2015-02-23.0
FS-2015-027,340.3,3994,2015-02-16,2015-02-22.7
FS-2015-027,341.6,3579,2015-02-16,2015-02-23.1
FS-2015-027,341.1,3936,2015-02-17,2015-02-22.7
FS-2015-027,341.0,3662,2015-02-17,2015-02-23.2
FS-2015-027,339.8,3702,2015-02-18,2015-02-23.3
FS-2015-027,338.2,3612,2015-02-18,2015-02-22.9
FS-2015-027,336.9,3164,2015-02-19,2015-02-23.6
FS-2015-027,330.5,3837,2015-02-19,2015-02-23.5
FS-2015-027,334.1,3929,2015-02-20,2015-02-23.7
FS-2015-027,331.6,4141,2015-02-20,2015-02-23.4
FS-2015-027,324.0,4407,2015-02-21,2015-02-24.5
FS-2015-027,320.5,4268,2015-02-21,2015-02-24.3
FS-2015-027,315.1,2990,2015-02-22,2015-02-24.7
FS-2015-027,316.3,3542,2015-02-22,2015-02-25.1
FS-2015-027,309.9,2113,2015-02-23,2015-02-25.6
FS-2015-027,299.0,1906,2015-02-23,2015-02-25.8
FS-2015-027,297.6,1409,2015-02-24,2015-02-26.4
FS-2015-027,289.3,1100,2015-02-24,2015-02-26.5
FS-2015-027,282.7,485,2015-02-25,2015-02-27.0
FS-2015-027,282.6,500,2015-02-25,2015-02-27.5
FS-2015-027,280.8,273,2015-02-26,2015-02-27.7
FS-2015-027,281.1,208,2015-02-26,2015-02-27.2
FS-2015-027,277.3,157,2015-02-27,2015-02-28.0
FS-2015-027,275.4,16,2015-02-27,2015-02-27.6
FS-2015-027,274.4,8,2015-02-28,2015-02-28.1
FS-2015-028,5.4,482,2015-02-14,2015-02-20.7
FS-2015-028,9.6,792,2015-02-15,2015-02-20.4
FS-2015-028,5.1,404,2015-02-15,2015-02-21.2
FS-2015-028,12.7,1225,2015-02-16,2015-02-20.2
FS-2015-028,8.6,875,2015-02-16,2015-02-21.0
FS-2015-028,13.4,1056,2015-02-17,2015-02-20.2
FS-2015-028,12.9,1252,2015-02-17,2015-02-20.7
FS-2015-028,12.3,957,2015-02-18,2015-02-20.8
FS-2015-028,5.2,961,2015-02-18,2015-02-20.8
FS-2015-028,5.4,919,2015-02-19,2015-02-21.3
FS-2015-028,1.6,813,2015-02-19,2015-02-21.1
FS-2015-028,3.8,212,2015-02-20,2015-02-21.5
FS-2015-028,2.5,49,2015-02-20,2015-02-21.1
FS-2015-029,294.8,442,2015-02-18,2015-02-26.6
FS-2015-029,294.9,351,2015-02-18,2015-02-26.0
FS-2015-029,295.0,508,2015-02-19,2015-02-26.6
FS-2015-029,295.7,400,2015-02-19,2015-02-26.0
FS-2015-029,296.6,634,2015-02-20,2015-02-26.4
FS-2015-029,296.5,438,2015-02-20,2015-02-26.0
FS-2015-029,297.3,71,2015-02-21,2015-02-26.4
FS-2015-029,296.2,156,2015-02-21,2015-02-26.0
FS-2015-029,296.5,72,2015-02-22,2015-02-26.0
FS-2015-029,295.5,92,2015-02-22,2015-02-26.5
FS-2015-030,250.8,490,2015-02-22,2015-03-01.7
FS-2015-030,250.7,1004,2015-02-23,2015-03-02.1
FS-2015-030,252.2,2573,2015-02-23,2015-03-01.4
FS-2015-030,253.0,2835,2015-02-24,2015-03-01.8
FS-2015-030,252.9,2861,2015-02-24,2015-03-01.3
FS-2015-030,252.2,2151,2015-02-25,2015-03-01.4
FS-2015-030,252.7,2541,2015-02-25,2015-03-01.9
FS-2015-030,251.0,1649,2015-02-26,2015-03-02.0
FS-2015-030,250.9,1236,2015-02-26,2015-03-01.5
FS-2015-030,249.2,734,2015-02-27,2015-03-02.2
FS-2015-030,252.3,876,2015-02-27,2015-03-01.4
FS-2015-030,249.2,476,2015-02-28,2015-03-02.1
FS-2015-030,250.6,507,2015-02-28,2015-03-01.6
FS-2015-030,239.3,177,2015-03-01,2015-03-03.2
FS-2015-030,238.8,129,2015-03-01,2015-03-02.7
FS-2015-030,239.4,90,2015-03-02,2015-03-03.1
FS-2015-030,238.7,47,2015-03-02,2015-03-02.7
FS-2015-031,248.9,661,2015-02-23,2015-03-02.0
FS-2015-031,243.7,90,2015-02-23,2015-03-01.9
FS-2015-031,240.9,30,2015-02-24,2015-03-02.6
FS-2015-032,198.3,497,2015-02-25,2015-03-05.3
FS-2015-032,198.9,580,2015-02-25,2015-03-05.8
FS-2015-032,198.3,600,2015-02-26,2015-03-05.9
FS-2015-032,200.3,540,2015-02-26,2015-03-05.2
FS-2015-032,201.2,516,2015-02-27,2015-03-05.7
FS-2015-032,205.3,953,2015-02-27,2015-03-04.9
FS-2015-032,202.4,934,2015-02-28,2015-03-05.5
FS-2015-032,206.4,1403,2015-02-28,2015-03-04.8
FS-2015-032,204.7,1088,2015-03-01,2015-03-05.4
FS-2015-032,205.1,1371,2015-03-01,2015-03-04.9
FS-2015-032,201.4,1230,2015-03-02,2015-03-05.7
FS-2015-032,204.0,1377,2015-03-02,2015-03-05.0
FS-2015-032,202.6,1466,2015-03-03,2015-03-05.1
FS-2015-032,201.3,1174,2015-03-03,2015-03-05.7
FS-2015-032,198.6,1466,2015-03-04,2015-03-05.9
FS-2015-032,197.5,1152,2015-03-04,2015-03-05.5
FS-2015-032,195.1,1013,2015-03-05,2015-03-06.1
